compound_id,name,category,regime,MW,LogP,TPSA,n_rings,n_heteroatoms,n_rotatable_bonds,persistence_score,biodegradability_score,toxicity_score,pmi_1,pmi_2,pmi_3,pmi_ratio,radius_gyration,spherocity,asphericity,d_H_to_PFAS,computed_regime
CHEM_0102,Methyl methacrylate (PMMA),Plastic_Monomer,Mixed,100.12,1.38,26.3,0,2,2,0.25,0.75,0.2328642741736615,112.32220005950472,98.404371130267,51.31379572062383,2.1889278758895783,10.274154696307486,0.4327649596203592,0.5672350403796407,1533,Entropic
CHEM_0103,Acrylonitrile (PAN monomer),Plastic_Monomer,Mixed,53.06,0.25,23.8,0,1,1,0.3,0.7,0.2598861365389191,57.73074094462201,50.93155840475505,25.233272967774724,2.28788150988055,7.958592099730455,0.5741242545470384,0.4258757454529616,1531,Entropic
CHEM_0104,Bisphenol A (PC),Plastic_Monomer,Mixed,228.29,3.32,40.5,2,2,2,0.5,0.5,0.4919357144166995,272.9429201606088,271.738805093026,252.3662114603541,1.0815351131977988,12.918359863795883,0.6166024877209364,0.3833975122790636,1535,Entropic
CHEM_0105,Caprolactam (Nylon-6),Plastic_Monomer,Mixed,113.16,-0.7,40.5,1,2,0,0.2,0.8,0.2202025428407268,126.99073172264234,117.83020570257426,93.92907867523007,1.3519852654973996,9.682653976690236,0.5286948493469988,0.4713051506530011,1533,Entropic
CHEM_0106,Adipic acid (Nylon-66),Plastic_Monomer,Mixed,146.14,0.08,74.6,0,4,4,0.1,0.9,0.1943092950605265,176.4178052958977,159.9223603801453,66.97082780542306,2.634248499573773,11.575140135521876,0.4460109300516216,0.5539890699483784,769,Entropic
CHEM_0107,Hexamethylene diamine (HMDA),Plastic_Monomer,Mixed,116.2,-1.0,52.0,0,2,5,0.08,0.92,0.0887288906415919,144.41563718116112,117.21429709255298,59.678461358863714,2.41989541072202,10.287559217585647,0.3824738573303675,0.6175261426696326,1532,Entropic
CHEM_0108,Tetrafluoroethylene (PTFE),Plastic_Monomer,Mixed,100.02,2.8,0.0,0,4,0,0.98,0.02,0.9928775195361382,101.30800950400452,100.12504021200542,48.35310929075591,2.0951704842733245,8.922515370027103,0.4489383591434643,0.5510616408565356,1532,Entropic
CHEM_0109,Vinylidene chloride (PVDC),Plastic_Monomer,Mixed,96.94,2.06,0.0,0,2,0,0.65,0.35,0.6462777042116916,100.24542605186669,96.57916064628138,49.852845873335525,2.010826509197498,9.277473150988577,0.5354178223649677,0.4645821776350323,1277,Entropic
CHEM_0110,Glyphosate,Pesticide,Mixed,169.07,-3.2,115.8,0,7,4,0.12,0.88,0.0240614392350479,193.07870556883915,152.84966753146955,81.30889436008391,2.3746320093732964,11.3595276419042,0.4362002432375149,0.5637997567624851,1279,Entropic
CHEM_0111,"2,4-D",Pesticide,Mixed,221.04,2.81,50.4,1,5,3,0.4,0.6,0.3986743062275392,258.3160895068576,242.8216655133888,160.87395441876458,1.6057048441088255,13.26491829350478,0.5521686931508484,0.4478313068491516,1790,Entropic
CHEM_0112,Atrazine,Pesticide,Mixed,215.68,2.7,62.3,1,6,2,0.55,0.45,0.5530115104970513,242.84674227525875,237.96247484240448,158.5028658798944,1.5321283902030365,11.704560748031124,0.5351448631994774,0.4648551368005226,1535,Entropic
CHEM_0113,Malathion,Pesticide,Mixed,330.36,2.75,85.8,0,8,10,0.25,0.75,0.3731621056242643,392.3189392315224,371.0478332140319,165.5771335744764,2.3694028782401584,15.858893475134716,0.3913040352228543,0.6086959647771457,1024,Entropic
CHEM_0114,Parathion,Pesticide,Mixed,291.26,3.83,67.5,1,7,4,0.48,0.52,0.4703819517609439,347.9156352432678,317.3045119968818,236.033871034056,1.4740072356778904,14.65627656631051,0.595155413624891,0.404844586375109,1026,Entropic
CHEM_0115,Carbaryl,Pesticide,Mixed,201.22,2.36,55.4,2,3,2,0.3,0.7,0.3150773671166806,245.10464137346216,218.7195992667864,211.333837478307,1.1597983699076269,12.661158075010547,0.6840443895527795,0.3159556104472205,1534,Entropic
CHEM_0116,Permethrin,Pesticide,Mixed,391.29,6.5,39.7,2,5,8,0.68,0.32,0.6782644115147378,509.066779451619,468.73305789792215,444.162116375725,1.1461283156235271,16.711329434997232,0.6880027425355429,0.311997257464457,1027,Entropic
CHEM_0117,Cypermethrin,Pesticide,Mixed,416.3,6.6,39.7,3,6,9,0.7,0.3,0.6415660981190233,534.4016438654202,509.5661566410343,466.5245028808188,1.145495337157985,17.6331609717141,0.5747806637373474,0.4252193362626526,772,Entropic
CHEM_0118,Imidacloprid,Pesticide,Mixed,255.66,0.57,86.0,2,7,2,0.35,0.65,0.407141140725751,324.32244484553456,280.2968321272805,272.157563891099,1.1916716148430735,14.226542351841456,0.6127269241955117,0.3872730758044883,1280,Entropic
CHEM_0119,Thiamethoxam,Pesticide,Mixed,291.71,-0.13,120.8,2,10,3,0.3,0.7,0.3375966516343388,363.21278309790347,354.89187006725047,301.4513955402012,1.2048800810563365,12.94654364863601,0.6356203208023491,0.3643796791976509,1026,Entropic
CHEM_0120,Fipronil,Pesticide,Mixed,437.15,4.0,50.2,2,9,2,0.6,0.4,0.6395515973521523,545.3279769389919,515.0476029777341,465.1927415010857,1.1722624347212791,15.15495122473588,0.6867238819239737,0.3132761180760263,515,Entropic
CHEM_0121,Chlorpyrifos,Pesticide,Mixed,350.59,4.96,44.4,2,7,3,0.58,0.42,0.5345306272602631,415.760084582968,401.5786711334107,386.5629625097252,1.0755300528745773,14.686582531734487,0.6823826967625459,0.3176173032374541,1025,Entropic
CHEM_0122,PBDE-47,Flame_Retardant,Locked,485.79,7.1,0.0,2,4,2,0.95,0.02,1.0,623.8358068985788,567.859158013578,511.380088520329,1.2199063273733095,16.79220652190674,0.6769413798489322,0.3230586201510678,770,Entropic
CHEM_0123,PBDE-99,Flame_Retardant,Locked,564.69,7.94,0.0,2,5,2,0.97,0.01,0.919907446860386,639.5901142909944,630.1313234011096,609.2154931350874,1.0498585811561314,18.089500042288407,0.7066059525674635,0.2933940474325365,770,Entropic
CHEM_0124,PBDE-209 (DecaBDE),Flame_Retardant,Locked,959.17,12.11,0.0,2,10,2,0.99,0.0,1.0,1184.777743119624,1108.1733230597818,1038.2908963884431,1.1410845901660425,20.27549876516816,0.6264262115322264,0.3735737884677735,515,Entropic
CHEM_0125,TBBPA (Tetrabromobisphenol A),Flame_Retardant,Locked,543.87,7.5,40.5,2,6,2,0.92,0.04,1.0,724.1233860725564,618.72224342034,581.0005200407345,1.2463386173483095,17.576289210011932,0.7611914129454116,0.2388085870545884,516,Entropic
CHEM_0126,HBCD (Hexabromocyclododecane),Flame_Retardant,Locked,641.7,7.74,0.0,1,6,0,0.94,0.03,0.9204731837434657,670.9105062090001,619.973266486134,534.8105451324881,1.254482565949244,16.59917946029079,0.6345275882583745,0.3654724117416255,514,Entropic
CHEM_0127,Glucose,Natural_Product,Entropic,180.16,-3.1,110.4,1,6,1,0.01,0.99,0.0,207.83826641448985,192.56466905691207,135.98688052259536,1.5283699728047353,11.497918757701644,0.6745663398324182,0.3254336601675818,1789,Entropic
CHEM_0128,Fructose,Natural_Product,Entropic,180.16,-3.05,110.4,1,6,1,0.01,0.99,0.014982568254382,199.16342544638044,196.71883781817164,147.9459808277287,1.3461901633684812,11.026376276934297,0.635837815571897,0.364162184428103,1789,Entropic
CHEM_0129,Sucrose,Natural_Product,Entropic,342.3,-3.7,189.5,2,12,3,0.01,0.99,0.0,403.669691636816,400.4196170157615,377.39735779843056,1.069614511670225,14.345494843827316,0.6930533852541005,0.3069466147458994,1790,Entropic
CHEM_0130,Lactose,Natural_Product,Entropic,342.3,-4.0,189.5,2,12,3,0.01,0.99,0.0,387.3194035181254,378.9124744527638,329.9975848183536,1.173703748642951,14.023304671461608,0.6987040883080214,0.3012959116919785,1790,Entropic
CHEM_0131,Ascorbic acid (Vitamin C),Natural_Product,Entropic,176.12,-1.85,107.2,1,6,2,0.01,0.99,0.0134281487403013,203.72377763786463,194.3961421117561,135.2820323042616,1.5059189506685733,11.37460559018756,0.6215455111338879,0.3784544888661121,1279,Entropic
CHEM_0132,Retinol (Vitamin A),Natural_Product,Entropic,286.45,6.3,20.2,1,1,4,0.18,0.82,0.1268848143136948,322.91622390725945,298.35867056617366,235.77209243323463,1.3696117263288503,14.988813665019604,0.5947814927203352,0.4052185072796648,1026,Entropic
CHEM_0133,Cholesterol,Natural_Product,Entropic,386.65,7.02,20.2,4,1,5,0.45,0.55,0.473679621531759,650.6318626263505,554.1280159313565,432.5468282364973,1.5041882604359909,15.035231802259334,0.7632424690773647,0.2367575309226353,1027,Entropic
CHEM_0134,Testosterone,Natural_Product,Entropic,288.42,3.32,37.3,4,2,0,0.2,0.8,0.1540287882883098,499.412900887809,385.22537636536,291.93421327692494,1.7107035642422936,14.953357743733072,0.7990343325078186,0.2009656674921813,1025,Entropic
CHEM_0135,Estradiol,Natural_Product,Entropic,272.38,4.01,40.5,4,2,0,0.22,0.78,0.2974967202508769,449.0623537615993,410.8839793267074,275.7161997319297,1.6287122503846216,13.284259445601776,0.8246584619021707,0.1753415380978292,1280,Entropic
CHEM_0136,Menthol,Natural_Product,Entropic,156.27,3.2,20.2,1,1,1,0.12,0.88,0.0808373353831881,167.53989944916145,165.16505544036391,125.55725544353562,1.3343705031059343,11.41580121146844,0.6142147635386505,0.3857852364613495,768,Entropic
CHEM_0137,Citric acid,Natural_Product,Entropic,192.12,-1.7,132.1,0,7,4,0.01,0.99,0.0,217.61043900202725,189.02627707532827,95.31228223841184,2.283131109740617,11.928719029955014,0.4960160683214286,0.5039839316785714,1534,Entropic
CHEM_0138,Lactic acid,Natural_Product,Entropic,90.08,-0.7,57.5,0,3,1,0.01,0.99,0.0506758608684835,100.23766820964468,93.74408154703298,47.669845202857886,2.102747883496114,9.743364242774147,0.4462467859720453,0.5537532140279546,1277,Entropic
CHEM_0139,Urea,Natural_Product,Entropic,60.06,-2.11,69.1,0,3,0,0.01,0.99,0.0,56.363714457748834,55.711402722483534,30.412012896216776,1.8533371269030103,7.606914641542675,0.5900470216455408,0.4099529783544592,1789,Entropic
CHEM_0140,Glycine,Natural_Product,Entropic,75.07,-3.21,63.3,0,3,2,0.01,0.99,0.0213729967302064,79.0920293525946,75.92377086453659,38.16859579604963,2.0721754529047938,9.054314009797253,0.458517038422802,0.541482961577198,2044,Entropic
CHEM_0141,Alanine,Natural_Product,Entropic,89.09,-2.96,63.3,0,3,2,0.01,0.99,0.0753571377141214,97.34164891195516,94.91266739895109,43.627647027203736,2.2311917628761107,10.747623212402852,0.3889861808491168,0.6110138191508832,1788,Entropic
CHEM_0142,DEHP (Di(2-ethylhexyl) phthalate),Plasticizer,Mixed,390.56,7.6,52.6,2,4,14,0.65,0.35,0.5696258382719386,458.5182741053603,431.002880874586,419.1418282219436,1.0939453954202365,15.906973798328687,0.5578131378918164,0.4421868621081836,517,Entropic
CHEM_0143,DBP (Dibutyl phthalate),Plasticizer,Mixed,278.34,4.9,52.6,2,4,8,0.55,0.45,0.5592316929266152,337.0914592910329,332.9187940287256,299.5520964701258,1.1253183073593764,15.03618142218803,0.5616183098594156,0.4383816901405843,1281,Entropic
CHEM_0144,BBP (Benzyl butyl phthalate),Plasticizer,Mixed,312.36,4.91,52.6,3,4,9,0.58,0.42,0.5929941397124212,445.92877498352993,411.34450432474347,395.7744938076553,1.1267243868260115,14.271319495302992,0.6703170795030913,0.3296829204969087,1282,Entropic
CHEM_0145,DOP (Dioctyl phthalate),Plasticizer,Mixed,390.56,8.1,52.6,2,4,16,0.68,0.32,0.7190911435888655,486.9929244480807,483.97818928600935,420.5729165643961,1.1579274463708535,15.967227326861265,0.5115133369403156,0.4884866630596843,516,Entropic
CHEM_0146,DINP (Diisononyl phthalate),Plasticizer,Mixed,418.61,8.8,52.6,2,4,18,0.7,0.3,0.6381524644560959,493.94370469096685,471.2640037751596,467.1426459064974,1.057372320771719,17.828740661974525,0.5168078725567368,0.4831921274432632,516,Entropic
CHEM_0147,BPA (Bisphenol A),Plasticizer,Mixed,228.29,3.32,40.5,2,2,2,0.5,0.5,0.4339771693457862,277.17762865775217,258.4826647608807,255.86117758793944,1.0833125610827523,12.629572100622465,0.5945261461944721,0.4054738538055279,1535,Entropic
CHEM_0148,BPS (Bisphenol S),Plasticizer,Mixed,250.27,1.65,74.6,2,4,2,0.48,0.52,0.5060970782808448,308.16157893761647,287.2879008740317,269.4214953016854,1.14378987262602,14.66232161874886,0.6663878667792948,0.3336121332207051,1281,Entropic
CHEM_0149,Adipate (DOA),Plasticizer,Mixed,370.57,7.7,52.6,0,4,18,0.45,0.55,0.4648492336616592,440.3752491331941,376.07268051800105,182.26463649211408,2.4161310454544287,16.28293816524565,0.1894448310992984,0.8105551689007016,771,Entropic
CHEM_0150,Sodium dodecyl sulfate (SDS),Surfactant,Mixed,288.38,1.6,74.7,0,5,11,0.15,0.85,0.1625246425172938,336.3244334510691,291.9918564091372,152.85015177184096,2.2003539241017296,14.019082047113846,0.2607050544735879,0.7392949455264122,1282,Entropic
CHEM_0151,Triton X-100 (avg),Surfactant,Mixed,646.85,4.01,50.5,1,11,22,0.25,0.75,0.2673224104748488,783.0294863493012,723.8605013372216,506.9214577984404,1.5446761480670432,19.55046737036834,0.4815072539789274,0.5184927460210725,772,Entropic
CHEM_0152,Tween 20 (avg),Surfactant,Mixed,1227.54,-0.2,312.0,1,27,60,0.1,0.9,0.0659987639210754,1408.2622030420323,1304.3823349300446,881.9568243235111,1.5967473266341208,24.664643874764703,0.4779276127803855,0.5220723872196145,1031,Entropic
CHEM_0153,CTAB (Cetyltrimethylammonium bromide),Surfactant,Mixed,364.45,4.4,0.0,0,2,15,0.3,0.7,0.3116126848580502,444.0226278287147,368.6822429965164,173.0400735996538,2.5660103814449178,16.1110618377237,0.3402432273602749,0.6597567726397251,1024,Entropic
CHEM_0154,Nonylphenol,Surfactant,Mixed,220.35,5.76,20.2,1,1,8,0.65,0.35,0.6646536236649341,279.4124089249402,245.9368185720251,159.7908400080781,1.7486134196566043,12.121079256293154,0.4574789859679725,0.5425210140320276,1281,Entropic
CHEM_0155,Octylphenol,Surfactant,Mixed,206.32,5.28,20.2,1,1,7,0.6,0.4,0.5642824290986815,241.1076856125099,218.845825848804,162.15502951890392,1.4868961193553705,12.38480783271537,0.5153760239474713,0.4846239760525287,1536,Entropic
CHEM_0156,Acetic acid,Industrial_Chemical,Mixed,60.05,-0.17,37.3,0,2,0,0.01,0.99,0.1032887255572378,65.65198796971214,61.25613944560208,30.052650591758315,2.184565570504156,7.73498242597949,0.4998198730454716,0.5001801269545284,1276,Entropic
CHEM_0157,Phenol,Industrial_Chemical,Mixed,94.11,1.46,20.2,1,1,0,0.25,0.75,0.2736916460455894,105.97358289028546,97.35747255299664,81.59878061832907,1.2987152600631626,9.063360826412126,0.5807169127183758,0.4192830872816242,1279,Entropic
CHEM_0158,Aniline,Industrial_Chemical,Mixed,93.13,0.9,26.0,1,1,0,0.22,0.78,0.1604348251398675,96.34096479180344,91.2617168726636,75.72186985274627,1.2723003764547025,9.346866016300806,0.7138050622663605,0.2861949377336394,1534,Entropic
CHEM_0159,Nitrobenzene,Industrial_Chemical,Mixed,123.11,1.85,45.8,1,3,0,0.4,0.6,0.4328276804316915,139.86655731174014,124.48940127178402,97.40906135593364,1.4358680181179286,10.037744246364056,0.6825032617067865,0.3174967382932134,1026,Entropic
CHEM_0160,Pyridine,Industrial_Chemical,Mixed,79.1,0.65,12.9,1,1,0,0.15,0.85,0.1012659164886339,82.76964739367604,79.149802945092,65.90423925886456,1.2559077696452614,8.0120836741966,0.6275869384865198,0.3724130615134802,1532,Entropic
CHEM_0161,Thiophene,Industrial_Chemical,Mixed,84.14,1.81,0.0,1,1,0,0.2,0.8,0.2393542301871225,96.19639142073896,84.55092334659493,59.87020300400306,1.6067490168282548,8.93050254109911,0.6399794391277295,0.3600205608722705,1277,Entropic
CHEM_0162,Furan,Industrial_Chemical,Mixed,68.07,1.34,9.2,1,1,0,0.12,0.88,0.1779297789503702,79.21460805846685,65.43906120064791,55.097531318818,1.4377160777382387,8.415415908657742,0.6490542875753806,0.3509457124246193,1533,Entropic
CHEM_0163,Indole,Industrial_Chemical,Mixed,117.15,2.14,15.8,2,1,0,0.3,0.7,0.2589658840824145,134.81142398430583,133.8318771605122,117.29356834572177,1.1493505120212546,10.060033992456058,0.626391503365515,0.373608496634485,1023,Entropic
CHEM_0164,Quinoline,Industrial_Chemical,Mixed,129.16,2.03,12.9,2,1,0,0.35,0.65,0.3981688064622161,162.4577796511918,132.3760729648631,131.5724190272292,1.2347403780942148,10.65604476746226,0.7161193776606996,0.2838806223393004,1023,Entropic
CHEM_0165,Phthalic anhydride,Industrial_Chemical,Mixed,148.12,1.6,43.4,2,3,0,0.28,0.72,0.3006390463468249,181.41246665387004,172.24970668838958,158.86716955933008,1.141912869821775,11.02323175512979,0.6943790343868396,0.3056209656131604,1025,Entropic
CHEM_0166,Maleic anhydride,Industrial_Chemical,Mixed,98.06,-0.3,43.4,1,3,0,0.15,0.85,0.1911030079997245,112.2996170608983,102.76330486029576,79.7757183087561,1.4076916890747786,9.434499256808207,0.5885541466832572,0.4114458533167427,1280,Entropic
CHEM_0167,Terephthalic acid,Industrial_Chemical,Mixed,166.13,1.4,74.6,1,4,2,0.2,0.8,0.2948396491326973,208.55079809442904,200.0742820014565,130.1443287545464,1.602457813473381,11.686427423187608,0.5851050684887245,0.4148949315112755,1026,Entropic
CHEM_0168,Adiponitrile,Industrial_Chemical,Mixed,108.14,-0.5,47.6,0,2,4,0.18,0.82,0.1677305941998565,120.6295040038586,106.81318645677248,55.78072577501835,2.162566014788518,9.43617064720956,0.5138945338914311,0.4861054661085688,1278,Entropic
CHEM_0169,Cyclohexanone,Industrial_Chemical,Mixed,98.14,0.81,17.1,1,1,0,0.1,0.9,0.0623131917821254,103.88555830564758,102.42047736438836,87.42583188259694,1.1882707305191385,9.423428404977436,0.6706772902413535,0.3293227097586465,1789,Entropic
CHEM_0170,Furfural,Industrial_Chemical,Mixed,96.08,0.41,29.5,1,2,1,0.12,0.88,0.0755242785187238,106.65685249512374,100.98744994808688,77.56294839144081,1.375100525856144,9.718149707204068,0.590142598763872,0.409857401236128,1789,Entropic
CHEM_0171,Levulinic acid,Industrial_Chemical,Mixed,116.12,-0.37,54.4,0,3,3,0.05,0.95,0.0092094857517281,148.15909520480105,111.38340548549068,58.78058436202988,2.5205447392585247,10.631593950384127,0.4703666165774897,0.5296333834225102,1277,Entropic
CHEM_0172,Glycerol,Industrial_Chemical,Mixed,92.09,-1.76,60.7,0,3,2,0.01,0.99,0.0061449145292947,100.15061595109316,91.73498517900276,44.98743636903348,2.2261907280815816,9.018773578090745,0.5304927077843193,0.4695072922156806,1278,Entropic
CHEM_0173,Ethylene glycol,Industrial_Chemical,Mixed,62.07,-1.36,40.5,0,2,1,0.02,0.98,0.0370575987408322,65.41031558907116,63.12876515384345,29.71625399968301,2.201162817783361,7.865266216575593,0.5262980852206474,0.4737019147793526,1788,Entropic
CHEM_0174,Propylene glycol,Industrial_Chemical,Mixed,76.09,-1.07,40.5,0,2,2,0.02,0.98,0.0338345399665009,83.65089210446264,77.14267014605106,39.62450630702129,2.1110897722036803,9.51601377220536,0.4635064544510279,0.5364935455489721,1532,Entropic
CHEM_0175,Butylene glycol,Industrial_Chemical,Mixed,90.12,-0.8,40.5,0,2,3,0.03,0.97,0.0713591624518012,93.84728772015632,92.632184746199,43.131243140227326,2.175853945113249,9.620236333709215,0.4093906386244031,0.5906093613755969,1532,Entropic
CHEM_0176,Triethylene glycol,Industrial_Chemical,Mixed,150.17,-1.75,61.7,0,5,7,0.05,0.95,0.0506500945938954,171.81128289315924,150.26762470516528,75.35367754608089,2.280064971056348,11.954709894152778,0.4140376102572468,0.5859623897427533,1279,Entropic
CHEM_0177,Diethylene glycol,Industrial_Chemical,Mixed,106.12,-1.47,50.9,0,3,4,0.04,0.96,0.1126767038578658,118.42676883344345,113.83245181339672,51.79277479373215,2.286549948685608,10.240802463576983,0.4436844768200425,0.5563155231799575,1533,Entropic
CHEM_0178,Methylamine,Industrial_Chemical,Mixed,31.06,-0.57,26.0,0,1,0,0.02,0.98,0.0067671583381022,31.29356155039755,30.648987937981456,15.901927834692074,1.9679097973402244,6.296165649760167,0.5447596610013866,0.4552403389986134,1786,Entropic
CHEM_0179,Dimethylamine,Industrial_Chemical,Mixed,45.08,0.1,12.0,0,1,0,0.03,0.97,0.1660084583294809,51.211261301493,45.85031796940172,22.91603719265839,2.2347345065038136,7.451934882604804,0.5317585900840984,0.4682414099159016,1275,Entropic
CHEM_0180,Trimethylamine,Industrial_Chemical,Mixed,59.11,0.16,3.2,0,1,0,0.05,0.95,0.0812833673882503,64.65502291530255,60.95915984631947,31.08822465262711,2.079727020697268,7.589807779464065,0.5524776357659668,0.4475223642340332,1530,Entropic
CHEM_0181,Ethanolamine,Industrial_Chemical,Mixed,61.08,-1.31,46.2,0,2,1,0.02,0.98,0.0,70.38085384200222,58.462240822704665,29.7612049589488,2.3648522152994147,8.310003512568121,0.4533046404969805,0.5466953595030195,1533,Entropic
CHEM_0182,Diethanolamine,Industrial_Chemical,Mixed,105.14,-2.18,72.5,0,3,4,0.04,0.96,0.0,118.44437227933196,99.51031813769274,51.86063373258138,2.2838974665483502,9.959107015430504,0.4898799108306713,0.5101200891693287,1790,Entropic
CHEM_0183,Triethanolamine,Industrial_Chemical,Mixed,149.19,-2.9,98.7,0,4,8,0.06,0.94,0.0841236207621593,167.81952478291282,152.78900298150654,70.94445603106094,2.365505802792148,11.29937716966515,0.3770726261810502,0.6229273738189498,1279,Entropic
CHEM_0184,Hydroquinone,Industrial_Chemical,Mixed,110.11,0.59,40.5,1,2,0,0.18,0.82,0.1688268607337075,119.76769819892738,112.81826099872906,86.13115476532079,1.390527006571875,9.437846222033167,0.7423981908092663,0.2576018091907337,1789,Entropic
CHEM_0185,Catechol,Industrial_Chemical,Mixed,110.11,0.88,40.5,1,2,0,0.16,0.84,0.1957000247046046,125.44502269224644,102.84145607874784,89.74978229156676,1.397719505179393,9.692502012347202,0.6041757562735246,0.3958242437264754,1534,Entropic
CHEM_0186,Resorcinol,Industrial_Chemical,Mixed,110.11,0.8,40.5,1,2,0,0.17,0.83,0.1936618812286772,123.98695071629864,120.19309623541116,91.4220806631528,1.356203539240465,9.356567927241851,0.7254333373362655,0.2745666626637345,1789,Entropic
CHEM_0187,p-Cresol,Industrial_Chemical,Mixed,108.14,1.94,20.2,1,1,0,0.28,0.72,0.2763585543671564,118.52083547619073,114.51723273274,82.52308167373727,1.4362143491994106,10.126794888077496,0.6485306863511353,0.3514693136488647,1023,Entropic
CHEM_0188,"2,4-Dichlorophenol",Industrial_Chemical,Mixed,163.0,3.08,20.2,1,3,0,0.52,0.48,0.4776603140965798,171.70849431751674,159.17621843534664,136.0698305990889,1.2619145059533274,10.436426932277978,0.6060642469972806,0.3939357530027194,769,Entropic
CHEM_0189,"2,4,5-Trichlorophenol",Industrial_Chemical,Mixed,197.45,3.72,20.2,1,4,0,0.65,0.35,0.5742576387657068,200.74413785171768,180.5370793615503,168.66682780884153,1.190181491342503,11.537333122925869,0.6144408554752869,0.385559144524713,1279,Entropic
CHEM_0190,Pentachlorophenol,Industrial_Chemical,Mixed,266.34,5.12,20.2,1,6,0,0.91,0.05,0.9276742523966488,286.43313642165583,284.3695184067608,217.476570084984,1.3170758348480924,12.585011601686515,0.622617781768287,0.377382218231713,1024,Entropic
CHEM_0191,Benzo[a]quinone,Industrial_Chemical,Mixed,108.1,0.2,34.1,1,2,0,0.15,0.85,0.1928199397161736,124.0017190316502,107.4809121364096,94.59526509350108,1.3108660100293266,10.2166379147851,0.6598434444980987,0.3401565555019012,1277,Entropic
CHEM_0192,Anthroquinone,Industrial_Chemical,Mixed,208.21,3.39,34.1,3,2,0,0.45,0.55,0.4607046872065101,280.2162545598252,273.57046980024774,221.0962867157997,1.2673946607372215,11.97046863787872,0.797686250495235,0.202313749504765,1535,Entropic
CHEM_0193,Coumarin,Industrial_Chemical,Mixed,146.14,1.39,30.2,2,2,0,0.25,0.75,0.1877130610644006,164.44486409274177,150.74983889119383,134.48951709718955,1.2227336852668684,11.078145476852034,0.6997932465898005,0.3002067534101995,1278,Entropic
CHEM_0194,Vanillin,Industrial_Chemical,Mixed,152.15,1.21,46.5,1,3,2,0.12,0.88,0.1286590462925591,168.81422128275418,167.2689551145964,110.8947085651686,1.5222928302413608,10.54297753299016,0.597942353519973,0.4020576464800269,1025,Entropic
CHEM_0195,Eugenol,Industrial_Chemical,Mixed,164.2,2.27,29.5,1,2,3,0.18,0.82,0.1992658689864418,188.8795083908892,184.09980125633112,141.18601903786094,1.3378060259807496,11.930447294295602,0.687486142618278,0.312513857381722,1278,Entropic
CHEM_0196,Limonene,Industrial_Chemical,Mixed,136.23,4.57,0.0,2,0,1,0.28,0.72,0.2358071281899433,156.25152608797916,154.75593283508124,150.2050091458714,1.0402550882705957,11.286110955798286,0.7949218063667739,0.2050781936332261,1022,Entropic
CHEM_0197,Alpha-pinene,Industrial_Chemical,Mixed,136.23,4.83,0.0,2,0,0,0.3,0.7,0.3076862552972764,164.73251827097752,149.43652351550278,133.16437904101912,1.2370614290415678,10.333259987137426,0.7502944302704311,0.2497055697295689,1022,Entropic
CHEM_0198,Camphor,Industrial_Chemical,Mixed,152.23,2.38,17.1,2,1,0,0.22,0.78,0.2229104359222999,183.20766679254208,169.7970793191567,156.970822260063,1.1671447150978556,11.24790007940202,0.7303784206951395,0.2696215793048605,1277,Entropic
CHEM_0199,Thymol,Industrial_Chemical,Mixed,150.22,3.3,20.2,1,1,1,0.28,0.72,0.2228514851084688,156.4212132503981,155.79866510229365,113.41316141259352,1.379215691749628,10.874633244135602,0.6247031145889249,0.3752968854110751,767,Entropic
CHEM_0200,Carvacrol,Industrial_Chemical,Mixed,150.22,3.52,20.2,1,1,1,0.3,0.7,0.3178893680174142,168.19807494993356,164.06564645680558,134.8720344951216,1.247093768048139,11.950020448231244,0.6493774468895327,0.3506225531104673,767,Entropic
CHEM_0201,Salicylic acid,Industrial_Chemical,Mixed,138.12,2.26,57.5,1,3,1,0.18,0.82,0.2080392263184117,156.19205573300894,152.84583779586262,111.20992118617671,1.4044794984347488,12.102958914514767,0.5675619199930916,0.4324380800069084,1279,Entropic
CHEM_0202,Benzoic acid,Industrial_Chemical,Mixed,122.12,1.87,37.3,1,2,1,0.15,0.85,0.2041525621587638,141.60642197991106,137.78727987283904,98.23037169268598,1.441574719694154,10.229716736187232,0.6058327213818445,0.3941672786181555,1024,Entropic
CHEM_0203,Cinnamic acid,Industrial_Chemical,Mixed,148.16,2.13,37.3,1,2,2,0.17,0.83,0.2226901026017451,173.88919541913347,171.56322216162204,122.82918331987322,1.4156993419926096,11.03703381391238,0.5157308794391426,0.4842691205608573,768,Entropic
CHEM_0204,Gallic acid,Industrial_Chemical,Mixed,170.12,0.7,97.9,1,5,1,0.08,0.92,0.0111165316021454,176.60917380350983,174.2416987917727,139.36917162012202,1.267204005615307,12.481599403300416,0.6386627043832758,0.3613372956167242,1281,Entropic
CHEM_0205,Tannic acid (avg),Industrial_Chemical,Mixed,1701.2,5.0,530.0,12,46,20,0.05,0.95,0.0031087480042439,7052.998657931249,3567.1429246306034,1869.890772187176,3.7718773519105673,28.2143356797589,0.6395505944652122,0.3604494055347877,778,Entropic
CHEM_0206,Naphthoquinone,Industrial_Chemical,Mixed,158.15,1.7,34.1,2,2,0,0.35,0.65,0.375751763360433,194.66716965054297,168.25322946916245,167.08925556792286,1.1650489902766998,10.532907027675517,0.7043189236717607,0.2956810763282392,1279,Entropic
