chembl_id,name,status,max_phase,molecular_weight,logp,complexity,hbd,hba,tpsa,rotatable_bonds,aromatic_rings,heavy_atoms,therapeutic_area
FAILED_0169,Failed_Candidate_169,Failed Clinical Trial,2,463.82441132179565,-0.14240803335975127,1103.278868996118,1,6,119.53942559373006,6,2,48,Oncology
FAILED_0170,Failed_Candidate_170,Failed Clinical Trial,2,690.305671266618,8.685781879400615,914.190802324472,3,14,121.51194361054024,12,2,37,Pain/Inflammation
FAILED_0171,Failed_Candidate_171,Failed Clinical Trial,3,281.9537880292344,7.407701264884236,614.4414335814363,0,4,132.261048950872,18,1,37,CNS/Neurology
FAILED_0172,Failed_Candidate_172,Failed Clinical Trial,3,681.8807726988762,-0.9790871889282113,1453.4606832287272,4,9,115.32095090793902,5,0,32,Pain/Inflammation
FAILED_0173,Failed_Candidate_173,Failed Clinical Trial,2,333.7268288112252,6.07853081098073,1447.7108306944242,5,12,86.93471003366594,16,2,42,Anti-infective
FAILED_0174,Failed_Candidate_174,Failed Clinical Trial,2,479.0961647713443,-1.4719955826256936,994.4002621127968,5,3,110.83749030228866,12,1,32,Cardiovascular
FAILED_0175,Failed_Candidate_175,Failed Clinical Trial,2,530.5286802551452,6.647088589291326,996.2399058239438,0,4,83.28237227593124,6,2,35,CNS/Neurology
FAILED_0176,Failed_Candidate_176,Failed Clinical Trial,2,429.4982461030525,8.271621944302453,1094.374639915249,7,4,104.5986407802921,18,2,33,Metabolic
FAILED_0177,Failed_Candidate_177,Failed Clinical Trial,3,347.15392382816816,-0.6851414986260509,1486.2849572525272,4,10,41.80597681085029,13,1,48,Immunology
FAILED_0178,Failed_Candidate_178,Failed Clinical Trial,2,271.02046313322256,-1.2824015417291577,1220.8801190598565,4,13,66.43306454846923,6,1,34,CNS/Neurology
FAILED_0179,Failed_Candidate_179,Failed Clinical Trial,2,260.80869173645834,-1.1994331360029704,1107.9530705522102,6,12,63.55119246809824,9,2,28,Metabolic
FAILED_0180,Failed_Candidate_180,Failed Clinical Trial,3,583.4000888849641,-0.7866127238863749,1267.5678162210174,7,5,170.83068096261962,11,1,37,Metabolic
FAILED_0181,Failed_Candidate_181,Failed Clinical Trial,3,661.1024749498592,8.073111330266624,448.0854621864491,0,4,155.2157512617557,5,0,36,Oncology
FAILED_0182,Failed_Candidate_182,Failed Clinical Trial,1,560.3194837458607,-0.027082998165260053,471.60465127414227,1,10,76.8325332187325,14,2,23,Metabolic
FAILED_0183,Failed_Candidate_183,Failed Clinical Trial,2,585.2250607873159,-0.30240483840277954,1019.071033977639,3,9,153.5755359990787,18,2,36,Immunology
FAILED_0184,Failed_Candidate_184,Failed Clinical Trial,1,682.6283612380485,7.257268083463732,993.1134819709192,2,9,142.49518843236544,19,1,24,Immunology
FAILED_0185,Failed_Candidate_185,Failed Clinical Trial,1,263.1241030444366,-0.7964066463885762,867.0029946383561,0,9,28.799331608378314,15,1,35,Metabolic
FAILED_0186,Failed_Candidate_186,Failed Clinical Trial,2,437.1884323580921,6.902575734821763,1180.4964520877234,1,7,105.46675357116057,11,2,18,Pain/Inflammation
FAILED_0187,Failed_Candidate_187,Failed Clinical Trial,2,598.5100111801248,-0.5999164989684058,1253.0625580212236,0,7,40.22889082272755,14,2,25,CNS/Neurology
FAILED_0188,Failed_Candidate_188,Failed Clinical Trial,3,413.8868464357698,6.39845250121017,1098.2715623648246,3,8,25.375191772650716,8,1,40,Oncology
FAILED_0189,Failed_Candidate_189,Failed Clinical Trial,1,497.4689178633721,7.03479790440257,882.361096022749,7,10,139.76992396838136,9,0,31,Cardiovascular
FAILED_0190,Failed_Candidate_190,Failed Clinical Trial,1,692.1147925348453,7.88557612628918,931.0345446929018,7,11,66.3036172459455,10,2,36,Anti-infective
FAILED_0191,Failed_Candidate_191,Failed Clinical Trial,3,686.4184870860353,8.941923922348632,1425.7265558580275,1,13,117.40475089590065,14,1,35,Oncology
FAILED_0192,Failed_Candidate_192,Failed Clinical Trial,1,440.54382612106673,-0.03338204934851108,881.0382874422621,1,9,174.07213279611517,14,1,43,CNS/Neurology
FAILED_0193,Failed_Candidate_193,Failed Clinical Trial,1,574.1751229730689,7.2051414142865235,944.6162858523525,2,3,104.39843245485591,6,1,21,Immunology
FAILED_0194,Failed_Candidate_194,Failed Clinical Trial,1,271.77143391617506,-1.0116511001563786,714.8828547996366,1,5,179.2367361390223,8,1,38,CNS/Neurology
FAILED_0195,Failed_Candidate_195,Failed Clinical Trial,3,688.2770950498498,-0.748213054040598,1451.5876573656935,0,9,168.749214165295,5,2,40,CNS/Neurology
FAILED_0196,Failed_Candidate_196,Failed Clinical Trial,1,419.92134481347955,-0.1722002972418848,1499.7419618626016,4,4,155.0671594186173,11,1,41,Metabolic
FAILED_0197,Failed_Candidate_197,Failed Clinical Trial,2,357.39046802173834,6.2034905297613765,1120.9371124954173,5,11,21.87218734575998,6,1,47,Cardiovascular
FAILED_0198,Failed_Candidate_198,Failed Clinical Trial,1,267.4189045853103,-0.5144354964031095,736.9854187003903,1,7,121.94669632023178,11,0,36,Pain/Inflammation
FAILED_0199,Failed_Candidate_199,Failed Clinical Trial,2,452.85838877608904,-1.1917852403538687,669.7418262888159,3,12,143.2715093497522,15,1,31,Oncology
FAILED_0200,Failed_Candidate_200,Failed Clinical Trial,2,255.30694260972857,8.308741612311882,918.9465137334579,1,9,23.166298538509142,5,0,37,Pain/Inflammation
EXPERIMENTAL_0001,Experimental_Compound_1,Experimental,0,692.6473966326721,-1.6376506431916933,1565.8888188551803,3,8,125.75529231744882,11,2,36,Anti-infective
EXPERIMENTAL_0002,Experimental_Compound_2,Experimental,0,285.2773336644623,5.209773160040932,1657.6619224772421,5,5,43.71727251946696,19,1,36,CNS/Neurology
EXPERIMENTAL_0003,Experimental_Compound_3,Experimental,0,288.98612788489555,5.27881617948891,536.548628374336,4,17,59.10555811474399,17,4,19,Immunology
EXPERIMENTAL_0004,Experimental_Compound_4,Experimental,0,385.16509013958955,8.8071369398209,688.6250851812886,4,13,51.052133969733354,24,0,43,Immunology
EXPERIMENTAL_0005,Experimental_Compound_5,Experimental,0,482.49598509285073,2.3067414257246535,967.7114831154291,9,6,162.88154787078184,16,3,14,CNS/Neurology
EXPERIMENTAL_0006,Experimental_Compound_6,Experimental,0,723.087286757234,-1.765364217146045,1076.043909303584,4,3,39.20954756373244,24,1,55,Pain/Inflammation
EXPERIMENTAL_0007,Experimental_Compound_7,Experimental,0,541.1439434161761,5.8314873128868125,948.586366455956,2,11,178.38607257682148,20,0,43,CNS/Neurology
EXPERIMENTAL_0008,Experimental_Compound_8,Experimental,0,736.1335867828076,-2.79384859543357,1751.2598181698415,6,2,68.70008823629843,15,2,44,Cardiovascular
EXPERIMENTAL_0009,Experimental_Compound_9,Experimental,0,583.3454725157962,2.3856408117901875,303.365590171921,2,5,152.3090509674154,20,0,52,CNS/Neurology
EXPERIMENTAL_0010,Experimental_Compound_10,Experimental,0,704.6434784876822,-2.3700960655710737,1149.029121772461,5,15,76.02099420892567,23,1,38,Metabolic
EXPERIMENTAL_0011,Experimental_Compound_11,Experimental,0,265.45916860512955,3.2548655223814684,1916.6159410776932,0,5,160.15478350936073,20,1,51,Anti-infective
EXPERIMENTAL_0012,Experimental_Compound_12,Experimental,0,604.4329690317121,2.446147156873728,842.427425870385,2,7,80.38357883293638,5,3,36,Anti-infective
EXPERIMENTAL_0013,Experimental_Compound_13,Experimental,0,185.92440635142066,-2.0005172034436103,1197.833768627806,6,15,162.1396003353568,3,3,36,Oncology
EXPERIMENTAL_0014,Experimental_Compound_14,Experimental,0,226.00164355451017,5.009868854198487,897.940941902902,5,8,196.3283764684219,11,4,44,Anti-infective
EXPERIMENTAL_0015,Experimental_Compound_15,Experimental,0,481.39880430397886,2.4129584823839956,481.8841400595338,4,9,159.9672417158926,6,0,21,Anti-infective
EXPERIMENTAL_0016,Experimental_Compound_16,Experimental,0,465.5238142613825,2.2597616054139147,1977.087312117505,4,8,95.20908522471416,6,2,46,Oncology
EXPERIMENTAL_0017,Experimental_Compound_17,Experimental,0,293.5861364960049,0.8391240708518879,1198.2119055884668,1,4,34.86656601735454,14,2,35,Pain/Inflammation
EXPERIMENTAL_0018,Experimental_Compound_18,Experimental,0,533.1617653685846,4.176793871367899,1128.1045175292968,5,19,42.51110075694307,14,3,37,Anti-infective
EXPERIMENTAL_0019,Experimental_Compound_19,Experimental,0,170.49792292300907,-1.695238491416995,1973.8028909607056,4,14,131.7739333295657,20,3,15,Pain/Inflammation
EXPERIMENTAL_0020,Experimental_Compound_20,Experimental,0,639.388848372843,-2.6289193167046356,434.26073067912034,7,19,106.78117634048368,9,1,22,Pain/Inflammation
EXPERIMENTAL_0021,Experimental_Compound_21,Experimental,0,713.1434152302631,3.107520050968187,1474.8325554178061,9,7,169.82701026951588,5,3,45,Oncology
EXPERIMENTAL_0022,Experimental_Compound_22,Experimental,0,332.9811379691408,-0.7077120850657694,1745.2982742975012,1,16,127.33712458032227,11,3,13,Pain/Inflammation
EXPERIMENTAL_0023,Experimental_Compound_23,Experimental,0,615.3020581337037,0.1493198006616412,1138.2393927725768,9,6,149.42756335187048,18,2,36,Metabolic
EXPERIMENTAL_0024,Experimental_Compound_24,Experimental,0,746.3423117812075,5.149645900946393,1885.6985788056356,1,11,101.62227535227035,11,3,28,CNS/Neurology
EXPERIMENTAL_0025,Experimental_Compound_25,Experimental,0,759.344487466164,8.519312805154357,1264.3587284877515,5,11,118.27561011710135,24,2,37,Pain/Inflammation
EXPERIMENTAL_0026,Experimental_Compound_26,Experimental,0,350.46033152698135,2.4873595072020063,1294.4239181688718,6,4,75.91353470048917,6,3,21,Immunology
EXPERIMENTAL_0027,Experimental_Compound_27,Experimental,0,766.264644098302,8.116921669327063,1676.9791227087628,6,4,195.05453867005176,18,3,56,Cardiovascular
EXPERIMENTAL_0028,Experimental_Compound_28,Experimental,0,781.2144363737319,7.299746927606966,561.4872123982186,4,14,185.37439280980277,21,4,25,Oncology
EXPERIMENTAL_0029,Experimental_Compound_29,Experimental,0,267.2873241989068,6.170134813130684,1425.426151902454,8,13,10.616315673485829,24,0,45,CNS/Neurology
EXPERIMENTAL_0030,Experimental_Compound_30,Experimental,0,689.0361213539386,5.095553525955321,620.8036198321445,6,10,74.82838976014229,11,2,42,Immunology
EXPERIMENTAL_0031,Experimental_Compound_31,Experimental,0,271.36182252856366,7.7718518040395175,1148.7608139761019,2,5,132.92331935738844,20,4,54,CNS/Neurology
EXPERIMENTAL_0032,Experimental_Compound_32,Experimental,0,173.09095847592616,1.7093530723762633,1844.8934634283669,2,9,157.568370212728,19,2,21,Oncology
EXPERIMENTAL_0033,Experimental_Compound_33,Experimental,0,713.4336734293535,7.890459495882126,520.3490989594885,1,18,113.5889653734789,11,2,31,Metabolic
EXPERIMENTAL_0034,Experimental_Compound_34,Experimental,0,695.6459689384005,-2.183125761880418,1908.0193566331675,4,6,170.27992055842068,11,2,55,Cardiovascular
EXPERIMENTAL_0035,Experimental_Compound_35,Experimental,0,375.5167903215772,-1.4673087897965202,1620.4330223822974,6,8,18.525485988844977,8,0,54,Oncology
EXPERIMENTAL_0036,Experimental_Compound_36,Experimental,0,452.92701630136133,2.240883871060026,462.5613231406876,6,6,135.7008100255102,9,3,56,Pain/Inflammation
EXPERIMENTAL_0037,Experimental_Compound_37,Experimental,0,159.16381168782993,9.657458710983244,1819.3346234147689,5,11,91.10683959060329,22,2,23,Oncology
EXPERIMENTAL_0038,Experimental_Compound_38,Experimental,0,583.4433405657417,1.274877460891605,922.1225394238102,8,17,193.5560882691114,7,3,30,Anti-infective
EXPERIMENTAL_0039,Experimental_Compound_39,Experimental,0,201.28250227054775,8.76222168282777,543.3984801113778,1,17,22.788568780724425,16,4,14,Metabolic
EXPERIMENTAL_0040,Experimental_Compound_40,Experimental,0,525.6878618922835,6.7049514162754456,438.9355167732685,6,8,175.55239903035172,12,3,47,Pain/Inflammation
EXPERIMENTAL_0041,Experimental_Compound_41,Experimental,0,744.8579845076815,-2.3945950420704385,640.9568275437359,2,5,108.91714126582018,22,0,50,Oncology
EXPERIMENTAL_0042,Experimental_Compound_42,Experimental,0,380.1051158357231,2.234536466166733,1148.3724038149544,7,3,189.6320447362782,9,4,49,Metabolic
EXPERIMENTAL_0043,Experimental_Compound_43,Experimental,0,397.86900414323554,-2.4881250388643203,1333.0928558217086,2,16,85.40738281768205,23,2,24,Cardiovascular
EXPERIMENTAL_0044,Experimental_Compound_44,Experimental,0,357.5027925156038,6.834360099100724,510.64387105748165,3,7,190.4318903383268,4,2,47,Cardiovascular
EXPERIMENTAL_0045,Experimental_Compound_45,Experimental,0,359.1474439423376,-1.2417431341404157,1337.8363452522485,5,13,175.83641890886977,11,2,47,Immunology
EXPERIMENTAL_0046,Experimental_Compound_46,Experimental,0,533.2360586792902,5.166629570464954,1695.769897006981,7,17,129.37581634114312,22,4,59,Oncology
EXPERIMENTAL_0047,Experimental_Compound_47,Experimental,0,755.7124303954964,-2.1870749184090448,1769.331271707889,9,8,26.7904513414818,10,4,31,Cardiovascular
EXPERIMENTAL_0048,Experimental_Compound_48,Experimental,0,710.9878140215279,2.6488448399915994,1599.5978596626533,3,7,89.71448553515306,6,0,23,Metabolic
EXPERIMENTAL_0049,Experimental_Compound_49,Experimental,0,254.7724044679885,6.772322694789528,439.94101979360016,6,10,185.9120585399349,17,2,25,Anti-infective
EXPERIMENTAL_0050,Experimental_Compound_50,Experimental,0,219.94309132240647,7.4624292273969655,895.3518946558921,0,4,195.24714753584445,8,0,24,Oncology
EXPERIMENTAL_0051,Experimental_Compound_51,Experimental,0,341.18291215387063,5.993366732410097,1510.7003931459888,4,11,33.81069915380503,6,3,15,Metabolic
EXPERIMENTAL_0052,Experimental_Compound_52,Experimental,0,401.0476244390385,-1.8887735739072284,364.08118905464863,0,12,199.3731346955973,6,3,41,Cardiovascular
EXPERIMENTAL_0053,Experimental_Compound_53,Experimental,0,344.00228698561824,-1.5745879118216253,1626.160299414403,3,7,153.27763982704454,3,0,43,Pain/Inflammation
EXPERIMENTAL_0054,Experimental_Compound_54,Experimental,0,718.1611015941679,4.543113305641789,1257.6764327656167,5,15,170.37022451795116,12,1,50,Cardiovascular
EXPERIMENTAL_0055,Experimental_Compound_55,Experimental,0,657.9750140386764,8.070638524315855,1854.6339246967277,1,8,178.40961461017454,18,2,57,Oncology
EXPERIMENTAL_0056,Experimental_Compound_56,Experimental,0,767.0254667625522,6.60470406782801,1735.0393467149927,4,19,61.94563455393841,15,2,23,Anti-infective
EXPERIMENTAL_0057,Experimental_Compound_57,Experimental,0,759.0090307518907,0.24100475080681205,1133.0713512822713,4,15,181.0476375546209,4,3,43,Cardiovascular
EXPERIMENTAL_0058,Experimental_Compound_58,Experimental,0,597.5693988406613,4.5176670107580605,633.2571642765139,5,2,149.73191799330135,3,2,31,Metabolic
EXPERIMENTAL_0059,Experimental_Compound_59,Experimental,0,679.7265520482658,9.51571339758432,1476.6161197859806,6,14,46.223930038237754,4,1,23,Cardiovascular
EXPERIMENTAL_0060,Experimental_Compound_60,Experimental,0,684.5801312020317,7.085859916387777,1819.0076482111513,7,15,112.40994562938752,11,4,30,Oncology
EXPERIMENTAL_0061,Experimental_Compound_61,Experimental,0,594.5066296746961,3.456405501453582,1039.5019311529397,6,9,11.55979523077447,19,0,59,Cardiovascular
EXPERIMENTAL_0062,Experimental_Compound_62,Experimental,0,320.1250083508019,-2.9647307130560536,1027.021851854055,9,7,91.8513287811714,20,4,44,Cardiovascular
EXPERIMENTAL_0063,Experimental_Compound_63,Experimental,0,526.8884998042904,5.335905013918579,641.5366605734446,0,11,176.14999542557933,21,1,35,CNS/Neurology
EXPERIMENTAL_0064,Experimental_Compound_64,Experimental,0,737.9830377763457,9.608585611175515,1178.6351108549375,8,6,133.792078268941,7,0,44,Immunology
EXPERIMENTAL_0065,Experimental_Compound_65,Experimental,0,464.5785491681245,-0.5800916010716795,868.4946691183011,7,4,191.21203561842992,19,2,51,Cardiovascular
EXPERIMENTAL_0066,Experimental_Compound_66,Experimental,0,268.28026770243326,-0.757679935309127,1830.7183921076537,2,14,179.56184574636976,19,4,59,Cardiovascular
EXPERIMENTAL_0067,Experimental_Compound_67,Experimental,0,214.07541171944766,3.011068416416193,1813.6649068416416,4,11,40.43456815655459,4,1,38,Anti-infective
EXPERIMENTAL_0068,Experimental_Compound_68,Experimental,0,153.17458632489644,1.4128561227484608,605.2511753146114,9,8,35.85597077026334,8,4,35,Immunology
EXPERIMENTAL_0069,Experimental_Compound_69,Experimental,0,549.810466492321,6.0488928503839485,1587.802155224152,1,18,154.04624563072923,14,2,15,Anti-infective
EXPERIMENTAL_0070,Experimental_Compound_70,Experimental,0,204.70394903326797,0.7891228641657313,1809.865942041643,8,2,104.26889516738913,9,3,51,Metabolic
EXPERIMENTAL_0071,Experimental_Compound_71,Experimental,0,641.4570370136285,3.8887241596061664,1504.4789896958027,2,11,19.312590717828037,19,2,29,Cardiovascular
EXPERIMENTAL_0072,Experimental_Compound_72,Experimental,0,415.22377865509736,1.0212835424559517,870.3265350095653,7,13,43.527776011474664,20,3,30,Anti-infective
EXPERIMENTAL_0073,Experimental_Compound_73,Experimental,0,568.5293980958248,8.090095680828101,450.6834374509841,6,6,70.03939559856997,11,2,47,CNS/Neurology
EXPERIMENTAL_0074,Experimental_Compound_74,Experimental,0,326.2436007244361,7.285537292780354,785.189483396015,3,18,107.20665478099068,23,2,24,Immunology
EXPERIMENTAL_0075,Experimental_Compound_75,Experimental,0,197.0274829980428,5.466895518134059,1234.5920594742856,9,19,28.42819848965997,24,2,44,Metabolic
EXPERIMENTAL_0076,Experimental_Compound_76,Experimental,0,301.2662681215878,7.969657356269963,1656.2762456555656,6,11,167.73790676405886,12,1,48,Oncology
EXPERIMENTAL_0077,Experimental_Compound_77,Experimental,0,205.83755217400142,-2.277951449350162,1956.3788103815887,7,9,145.98980744044835,6,1,58,Anti-infective
EXPERIMENTAL_0078,Experimental_Compound_78,Experimental,0,316.91528109044043,8.142960627194027,579.595689225463,0,19,184.41893977856986,3,4,40,Pain/Inflammation
EXPERIMENTAL_0079,Experimental_Compound_79,Experimental,0,602.4669267558045,6.629249248322894,1503.4214133279127,9,5,153.74960660913737,3,0,15,Immunology
EXPERIMENTAL_0080,Experimental_Compound_80,Experimental,0,774.9367566539547,2.6757194279566408,510.13159918069437,5,15,94.83287338616921,17,3,15,Metabolic
EXPERIMENTAL_0081,Experimental_Compound_81,Experimental,0,690.2758130584438,2.1352281606154317,1157.8133319009064,2,6,56.47091129742678,10,3,28,CNS/Neurology
EXPERIMENTAL_0082,Experimental_Compound_82,Experimental,0,660.3491239352547,-1.2013573474328987,1715.2082108647328,4,16,133.0560332589949,16,0,32,Metabolic
EXPERIMENTAL_0083,Experimental_Compound_83,Experimental,0,353.27400998952703,2.2689366142273437,369.1934341159887,1,8,171.47293528095025,8,1,13,Cardiovascular
EXPERIMENTAL_0084,Experimental_Compound_84,Experimental,0,456.0176559483588,4.683982469907098,1378.919458102202,7,4,189.08607595889796,4,4,17,Immunology
EXPERIMENTAL_0085,Experimental_Compound_85,Experimental,0,766.426606681217,3.291046913347122,1212.5035970107801,9,5,35.5566416481004,13,4,51,Cardiovascular
EXPERIMENTAL_0086,Experimental_Compound_86,Experimental,0,690.6616448555875,7.711692132449469,520.2038445872339,7,10,46.63945710519085,18,1,35,Metabolic
EXPERIMENTAL_0087,Experimental_Compound_87,Experimental,0,501.20020749050644,-2.567094689542881,1454.3030504110031,4,11,130.39701992662913,15,3,17,Oncology
EXPERIMENTAL_0088,Experimental_Compound_88,Experimental,0,799.0542306054544,-1.2874604704778077,738.7414934237156,6,6,98.76531289476591,4,3,18,Cardiovascular
EXPERIMENTAL_0089,Experimental_Compound_89,Experimental,0,424.79376951907705,2.547097272594793,1452.3599163642784,6,17,40.440433604029636,7,2,18,Oncology
EXPERIMENTAL_0090,Experimental_Compound_90,Experimental,0,657.5265302880487,-2.53803923315006,686.0202742075962,6,14,114.44026614406886,24,3,21,Pain/Inflammation
EXPERIMENTAL_0091,Experimental_Compound_91,Experimental,0,255.45650526656627,3.5439273756170824,760.6311357614036,8,10,131.77841238547134,17,2,33,Anti-infective
EXPERIMENTAL_0092,Experimental_Compound_92,Experimental,0,563.4065888962822,2.2429657391803426,430.8282415811384,9,17,138.4016006291716,4,2,36,Immunology
EXPERIMENTAL_0093,Experimental_Compound_93,Experimental,0,173.71217857291182,1.2341610745929774,588.2555173275533,3,13,139.74634021414522,20,2,38,Metabolic
EXPERIMENTAL_0094,Experimental_Compound_94,Experimental,0,435.1960709111761,1.5438241833818296,1713.927608286138,0,12,89.82463013172705,9,0,39,Oncology
EXPERIMENTAL_0095,Experimental_Compound_95,Experimental,0,383.7764428857413,-0.9689517938064576,1816.8158255625815,2,8,166.9692385019214,11,1,45,Pain/Inflammation
EXPERIMENTAL_0096,Experimental_Compound_96,Experimental,0,645.7657090035616,-0.7941483864214818,587.8955170370587,2,3,180.67110513846796,17,3,30,Oncology
EXPERIMENTAL_0097,Experimental_Compound_97,Experimental,0,617.1153911682698,5.79467435414878,567.0915735453628,0,16,157.8667555663421,8,1,59,Immunology
EXPERIMENTAL_0098,Experimental_Compound_98,Experimental,0,616.1317978626664,-0.1962974693950028,1424.8964214689966,5,18,137.29845705641827,23,1,33,Anti-infective
EXPERIMENTAL_0099,Experimental_Compound_99,Experimental,0,634.7467502275183,8.438737327932525,751.1981510085592,2,14,54.399870879224544,17,3,55,Cardiovascular
EXPERIMENTAL_0100,Experimental_Compound_100,Experimental,0,653.6949460962123,-0.5588228071769912,1114.4567007273224,7,3,161.28072971281318,23,2,23,Pain/Inflammation
