id,name,category,persistence,biodegradability,toxicity,molecular_weight,has_aromatic,has_halogen,has_nitrogen,has_oxygen
DRUG_0230,Antihistamine_30,Antihistamine,0.3124620771423076,0.48252151517786407,0.03405377281574873,392,True,False,True,True
DRUG_0231,Antihistamine_31,Antihistamine,0.5345603424074699,0.5124630252819521,0.09837865145042556,303,True,False,True,False
DRUG_0232,Antihistamine_32,Antihistamine,0.4007620936615937,0.47115155281448573,0.3893876155140773,206,True,False,True,True
DRUG_0233,Antihistamine_33,Antihistamine,0.21934654538582057,0.7455167126386067,0.3101391375765088,525,True,False,True,True
DRUG_0234,Antihistamine_34,Antihistamine,0.1509932691624215,0.6989435801612897,0.39686129326139485,515,False,False,True,True
DRUG_0235,Antihistamine_35,Antihistamine,0.38299090334264235,0.6259360086459316,0.0,499,True,False,False,True
DRUG_0236,Antihistamine_36,Antihistamine,0.3554366404031228,0.9270174614863196,0.29462175268321666,462,True,False,True,True
DRUG_0237,Antihistamine_37,Antihistamine,0.24755817198332944,0.7392494459044718,0.37211139952874095,224,True,True,True,True
DRUG_0238,Antihistamine_38,Antihistamine,0.2543664178242279,0.8076985464874256,0.4513321090316728,267,False,False,True,True
DRUG_0239,Antihistamine_39,Antihistamine,0.23009452471976366,0.46079453990998065,0.27704001598545747,223,True,True,True,False
DRUG_0240,Antihistamine_40,Antihistamine,0.22009487405071326,0.6588657464418203,0.0501030863524794,233,True,True,False,False
DRUG_0241,Antihistamine_41,Antihistamine,0.15354370930749425,0.5661316240964644,0.25325336816322747,269,True,False,True,True
DRUG_0242,Antihistamine_42,Antihistamine,0.26683303570672473,0.5923264920922416,0.1273458583591467,377,False,False,True,True
DRUG_0243,Antihistamine_43,Antihistamine,0.0,0.8326068094541574,0.310526584563865,309,True,True,True,True
DRUG_0244,Antihistamine_44,Antihistamine,0.25780086643226796,0.6835676062796194,0.10939815876123095,533,True,False,True,True
DRUG_0245,Antihistamine_45,Antihistamine,0.174337802760936,0.7916214750632162,0.009546501939033919,490,True,False,False,True
DRUG_0246,Antihistamine_46,Antihistamine,0.13897984833908214,0.5898112634802926,0.07846213444784286,476,True,False,True,True
DRUG_0247,Antihistamine_47,Antihistamine,0.4518101797055787,0.35737782137764895,0.23589627002305186,247,False,False,True,True
DRUG_0248,Antihistamine_48,Antihistamine,0.5143986394069282,0.6327429671419176,0.5015013933950002,517,True,True,True,True
DRUG_0249,Antihistamine_49,Antihistamine,0.25462997426889733,0.5777554023151835,0.0,426,False,False,True,True
DRUG_0250,Antihistamine_50,Antihistamine,0.2945199975122084,0.7484618909674043,0.16214697468105688,363,False,False,True,True
DRUG_0251,Antidiabetic_1,Antidiabetic,0.555084844913332,0.8382066234104373,0.16683629921831472,536,True,False,True,True
DRUG_0252,Antidiabetic_2,Antidiabetic,0.5172303565308323,0.7557583133601917,0.3758136139825049,327,False,False,False,True
DRUG_0253,Antidiabetic_3,Antidiabetic,0.46136896699073765,0.4905817955835392,0.1783180179216678,221,True,False,True,True
DRUG_0254,Antidiabetic_4,Antidiabetic,0.6401464618881847,0.6727099225941712,0.17304650175136896,417,False,False,True,True
DRUG_0255,Antidiabetic_5,Antidiabetic,0.504098414129626,0.40752338581052877,0.23603594623302487,157,True,False,False,True
DRUG_0256,Antidiabetic_6,Antidiabetic,0.5134493376662389,0.4896294127435755,0.33055081273396475,181,False,True,True,True
DRUG_0257,Antidiabetic_7,Antidiabetic,0.34134265278949183,0.5938476868494804,0.16162309044343767,561,True,False,False,False
DRUG_0258,Antidiabetic_8,Antidiabetic,0.6760590496613883,0.7781079077347126,0.6884345463027921,430,True,False,True,True
DRUG_0259,Antidiabetic_9,Antidiabetic,0.3111902526105484,0.4486262565975555,0.3415063565857477,362,False,True,True,True
DRUG_0260,Antidiabetic_10,Antidiabetic,0.6098210845227674,0.5314442496206404,0.25471732422141724,367,False,False,False,True
DRUG_0261,Antidiabetic_11,Antidiabetic,0.7423063534204163,0.551651929618299,0.48257377812382446,299,True,True,True,True
DRUG_0262,Antidiabetic_12,Antidiabetic,0.7281974077883677,0.5523640201764393,0.19868078327163324,397,False,False,True,True
DRUG_0263,Antidiabetic_13,Antidiabetic,0.4236207139271804,0.7166296861222415,0.5063799259775934,558,False,False,False,True
DRUG_0264,Antidiabetic_14,Antidiabetic,0.6518819001580756,0.8186932850348536,0.22265039492366828,550,True,True,True,True
DRUG_0265,Antidiabetic_15,Antidiabetic,0.5409046690294902,0.6975572683081903,0.1550531421352301,525,True,False,True,True
DRUG_0266,Antidiabetic_16,Antidiabetic,0.5225204174557077,0.7961368216139973,0.24340826911744665,233,False,False,False,True
DRUG_0267,Antidiabetic_17,Antidiabetic,0.5582363971678016,0.49553703106160946,0.42651214640939994,322,True,True,True,True
DRUG_0268,Antidiabetic_18,Antidiabetic,0.5742819429686168,0.6989070879280427,0.24202849241220387,547,False,False,False,True
DRUG_0269,Antidiabetic_19,Antidiabetic,0.5128760595089755,0.512995799626734,0.4244943259607058,458,False,False,True,False
DRUG_0270,Antidiabetic_20,Antidiabetic,0.41707474480682305,0.7425461387960364,0.5565920058872887,574,True,False,True,True
DRUG_0271,Antidiabetic_21,Antidiabetic,0.4162835963441066,0.3461821667164171,0.4278527035341708,404,True,False,True,True
DRUG_0272,Antidiabetic_22,Antidiabetic,0.39732226816745464,0.6272380268923184,0.5563741849467317,542,True,True,True,True
DRUG_0273,Antidiabetic_23,Antidiabetic,0.09451515605011446,0.7016812979296361,0.20188864753088642,196,False,False,False,True
DRUG_0274,Antidiabetic_24,Antidiabetic,0.2254050654715315,0.5883699277209009,0.3951810432085837,306,True,False,False,True
DRUG_0275,Antidiabetic_25,Antidiabetic,0.3656001789778247,0.4603678208709894,0.3529811091761765,221,True,False,True,True
DRUG_0276,Antidiabetic_26,Antidiabetic,0.49703220271775517,0.5082346363642072,0.2944444804427382,285,False,False,True,True
DRUG_0277,Antidiabetic_27,Antidiabetic,0.41560797757570156,0.9417373054771871,0.10680789157230006,326,True,False,False,True
DRUG_0278,Antidiabetic_28,Antidiabetic,0.10528521748701408,0.7626719374609605,0.21337048597386693,582,False,False,False,True
DRUG_0279,Antidiabetic_29,Antidiabetic,0.4128833317244043,0.7280569568524242,0.31982050820039715,208,True,True,True,True
DRUG_0280,Antidiabetic_30,Antidiabetic,0.6995925553264384,0.49373898496343055,0.07294284110807592,257,True,True,True,True
DRUG_0281,Antidiabetic_31,Antidiabetic,0.32027239510964967,0.754383268685084,0.40317949907805267,323,False,False,False,True
DRUG_0282,Antidiabetic_32,Antidiabetic,0.5629498283897104,0.4937567306097505,0.3514222743603935,310,True,False,False,True
DRUG_0283,Antidiabetic_33,Antidiabetic,0.4803114549361543,0.6115277824438152,0.2662716027287882,572,True,False,True,True
DRUG_0284,Antidiabetic_34,Antidiabetic,0.40249961287648106,0.608336333999724,0.6820249922172965,200,True,False,True,True
DRUG_0285,Antidiabetic_35,Antidiabetic,0.5087526506428216,0.48828236899102095,0.04543539225206222,470,False,False,True,True
DRUG_0286,Antidiabetic_36,Antidiabetic,0.4031645857027287,0.5738043222285104,0.07724667625786533,557,True,True,True,True
DRUG_0287,Antidiabetic_37,Antidiabetic,0.320954475236528,0.7378731260415002,0.45008734770644676,337,False,False,True,True
DRUG_0288,Antidiabetic_38,Antidiabetic,0.3994069686385033,0.5461466154216321,0.3348192767788004,224,True,False,True,True
DRUG_0289,Antidiabetic_39,Antidiabetic,0.35198209313906825,0.8223033740423685,0.26201176349621846,345,False,True,True,True
DRUG_0290,Antidiabetic_40,Antidiabetic,0.3178311078871008,0.24757075395122013,0.3501748802667176,568,True,False,True,True
DRUG_0291,Antidiabetic_41,Antidiabetic,0.6447277449646186,0.8423374235322347,0.11484766921801168,353,True,False,False,True
DRUG_0292,Antidiabetic_42,Antidiabetic,0.41113036112706586,0.43278784390126657,0.3146513783340419,303,False,False,True,True
DRUG_0293,Antidiabetic_43,Antidiabetic,0.22943278673327328,0.5467519073830068,0.28598488936245003,236,True,True,True,False
DRUG_0294,Antidiabetic_44,Antidiabetic,0.5343473637591617,0.43871031176604974,0.3494759930435014,550,True,False,True,True
DRUG_0295,Antidiabetic_45,Antidiabetic,0.7598772499227637,0.9346950219288948,0.39570766521611356,584,True,True,True,True
DRUG_0296,Antidiabetic_46,Antidiabetic,0.5751266712416685,0.9049940654199684,0.31280304283317134,170,True,False,True,True
DRUG_0297,Antidiabetic_47,Antidiabetic,0.4742205520305062,0.4337753203213797,0.2692069362767848,584,True,True,True,True
DRUG_0298,Antidiabetic_48,Antidiabetic,0.850124537019056,0.5715296220378868,0.5160110274800181,490,False,True,True,True
DRUG_0299,Antidiabetic_49,Antidiabetic,0.5386943242372487,0.4470657552420171,0.046715652481547354,196,True,False,True,True
DRUG_0300,Antidiabetic_50,Antidiabetic,0.6713240042379293,0.5001771877964677,0.4309754146040199,195,False,True,True,True
DRUG_0301,Anticancer_1,Anticancer,0.7325821464471015,0.24800502247637668,0.5112782483056001,377,False,False,True,True
DRUG_0302,Anticancer_2,Anticancer,0.6882073542187772,0.0,1.0,391,True,True,True,True
DRUG_0303,Anticancer_3,Anticancer,0.9276280163595807,0.5542994299304533,0.7840023062845407,478,False,False,True,True
DRUG_0304,Anticancer_4,Anticancer,0.9085641211609572,0.1826596469510508,0.638046394624648,472,True,False,True,True
DRUG_0305,Anticancer_5,Anticancer,0.6971936865331153,0.24172223203666712,0.9686169079979021,203,True,False,True,True
DRUG_0306,Anticancer_6,Anticancer,0.8421289693184286,0.48214044756889185,0.6698000000692179,435,True,False,True,True
DRUG_0307,Anticancer_7,Anticancer,0.6196579992361883,0.42849256569385163,0.8772564009914282,186,False,True,True,True
DRUG_0308,Anticancer_8,Anticancer,0.8073487367136836,0.3523758810467785,0.900655551901971,340,False,False,False,True
DRUG_0309,Anticancer_9,Anticancer,0.5987232587538427,0.27832219939267233,0.6811370118500059,337,True,False,False,True
DRUG_0310,Anticancer_10,Anticancer,0.6538057705541439,0.35859197665940423,0.9189399410728878,294,True,True,True,False
DRUG_0311,Anticancer_11,Anticancer,0.6757953440485703,0.1935641560570163,0.650295524423042,444,True,False,False,True
DRUG_0312,Anticancer_12,Anticancer,0.5854852989774992,0.3089329452470423,0.7487168395743073,444,False,False,True,True
DRUG_0313,Anticancer_13,Anticancer,0.9040987893757976,0.10367694013213319,0.34707317662687626,159,True,False,True,True
DRUG_0314,Anticancer_14,Anticancer,0.7275774317130542,0.0652629946171096,0.7674209974908553,202,True,False,True,True
DRUG_0315,Anticancer_15,Anticancer,0.5891795696904667,0.4334874498847753,0.5249988253240352,487,True,True,True,True
DRUG_0316,Anticancer_16,Anticancer,0.695787420161053,0.4060226143970601,0.9395384234362926,363,True,False,True,False
DRUG_0317,Anticancer_17,Anticancer,0.8237647397001452,0.16993046764336495,0.7012825266387115,214,False,False,True,True
DRUG_0318,Anticancer_18,Anticancer,0.6544410956835003,0.018065905798496706,0.621639070129423,205,True,False,True,True
DRUG_0319,Anticancer_19,Anticancer,0.9353167906154273,0.10078556063493779,0.8783365521872015,162,False,False,False,True
DRUG_0320,Anticancer_20,Anticancer,0.5775394020848437,0.6361701853531097,0.7384577846043505,442,False,False,True,True
DRUG_0321,Anticancer_21,Anticancer,0.4834217775799687,0.0,0.7174194725762625,385,False,True,False,True
DRUG_0322,Anticancer_22,Anticancer,0.5168931361128761,0.5432400149649482,0.7067559238946146,286,True,False,True,True
DRUG_0323,Anticancer_23,Anticancer,0.8456411997065291,0.5403379838410365,0.688699079651354,412,False,True,True,False
DRUG_0324,Anticancer_24,Anticancer,0.6373054744242033,0.24848833506180487,1.0,214,True,False,True,False
DRUG_0325,Anticancer_25,Anticancer,0.7061378763093581,0.14967188163277909,0.9111236518130189,195,False,True,True,True
DRUG_0326,Anticancer_26,Anticancer,0.6230179650292622,0.17113680864538958,0.9793004177004224,417,True,False,True,True
DRUG_0327,Anticancer_27,Anticancer,1.0,0.3324475322352751,0.958041859886549,324,False,False,True,True
DRUG_0328,Anticancer_28,Anticancer,0.5914805786694568,0.2712441129154295,0.6962573645271649,382,False,False,False,True
DRUG_0329,Anticancer_29,Anticancer,0.715278444289298,0.5323530227242781,0.6141339386519149,165,True,False,True,True
DRUG_0330,Anticancer_30,Anticancer,0.47987121013713396,0.37797972780184036,1.0,413,True,True,True,True
DRUG_0331,Anticancer_31,Anticancer,0.6406256828902506,0.2730563999647144,0.6885298602848025,561,True,False,True,True
DRUG_0332,Anticancer_32,Anticancer,0.5804495794626727,0.6189653383459812,0.8649465024091598,480,True,False,True,True
DRUG_0333,Anticancer_33,Anticancer,0.6437205429514095,0.2523427354865649,0.9922465692505653,450,False,True,True,True
DRUG_0334,Anticancer_34,Anticancer,0.7836536591087686,0.3657573870192604,0.6452424482099659,470,True,True,True,True
DRUG_0335,Anticancer_35,Anticancer,0.7495097501218931,0.3929889498593707,0.6366379825778293,583,True,True,True,True
DRUG_0336,Anticancer_36,Anticancer,0.6766267788506345,0.31615425084701737,0.8617679436568801,211,True,False,True,True
DRUG_0337,Anticancer_37,Anticancer,0.48640642713247817,0.2600021506148378,0.7356133369552008,219,False,False,True,True
DRUG_0338,Anticancer_38,Anticancer,0.7882829904656079,0.30465344054997107,0.8935283154426139,481,False,False,True,False
DRUG_0339,Anticancer_39,Anticancer,0.7244116622269593,0.30620685788787716,0.8823062401977548,208,True,False,True,True
DRUG_0340,Anticancer_40,Anticancer,0.6128280931824975,0.2861648693050079,0.8602738781051003,511,True,True,True,True
DRUG_0341,Anticancer_41,Anticancer,0.5565345434772986,0.3708609416820566,1.0,235,True,True,True,True
DRUG_0342,Anticancer_42,Anticancer,0.753342002317849,0.5050485649018265,0.8349808945977811,365,True,False,True,True
DRUG_0343,Anticancer_43,Anticancer,0.5732925307365857,0.17728709255842467,0.9325791805179612,322,False,False,True,True
DRUG_0344,Anticancer_44,Anticancer,0.6673339626412169,0.2025940442517861,0.9981956048409518,553,True,True,True,True
DRUG_0345,Anticancer_45,Anticancer,0.8787938284175675,0.21116002037623272,0.8609716215857628,240,True,True,True,True
DRUG_0346,Anticancer_46,Anticancer,0.46305767388911845,0.37307466603302875,0.8986286620227666,538,False,False,True,True
DRUG_0347,Anticancer_47,Anticancer,0.715884167967285,0.38766194707087265,1.0,248,True,True,False,True
DRUG_0348,Anticancer_48,Anticancer,0.46536375824334225,0.513038539866294,0.7197926588284033,428,True,False,True,True
DRUG_0349,Anticancer_49,Anticancer,0.6173918206456732,0.14606705418824587,0.7450652691022608,473,False,True,True,False
DRUG_0350,Anticancer_50,Anticancer,0.7665820345326153,0.43491525611335824,0.9116876040799519,173,True,False,True,True
AGRO_0351,Herbicide_1,Herbicide,0.6427127910462251,0.2333389708850084,0.6690236800380273,337,False,False,False,True
AGRO_0352,Herbicide_2,Herbicide,0.4441631616742897,0.34062046777436755,0.503424258439374,438,True,True,True,True
AGRO_0353,Herbicide_3,Herbicide,0.6429328651386674,0.4734218218708196,0.5383394945954503,246,True,True,True,True
AGRO_0354,Herbicide_4,Herbicide,0.6623823397218311,0.5738899663797579,0.6978858050781795,258,True,True,False,True
AGRO_0355,Herbicide_5,Herbicide,0.5251618343859135,0.4133093735136784,0.5675226526720825,472,True,False,True,True
AGRO_0356,Herbicide_6,Herbicide,0.9300395642685171,0.4033327925665802,0.5043823116850352,416,False,True,True,False
AGRO_0357,Herbicide_7,Herbicide,0.672555997289098,0.4220381582788034,0.5795076208225891,368,False,False,True,True
AGRO_0358,Herbicide_8,Herbicide,0.6932122227927022,0.44395012306202264,0.6778936503512114,275,True,True,True,True
AGRO_0359,Herbicide_9,Herbicide,0.8291403548216008,0.061318623851169984,0.6794140060076179,242,True,False,True,True
AGRO_0360,Herbicide_10,Herbicide,0.6779745398503911,0.24821262533191907,0.5642970799193391,367,False,True,True,True
AGRO_0361,Herbicide_11,Herbicide,0.7492018847992798,0.347396515733242,0.38466570801287553,242,True,False,True,True
AGRO_0362,Herbicide_12,Herbicide,0.8097152711753696,0.43765740151391247,0.6809857841637026,206,False,True,True,True
AGRO_0363,Herbicide_13,Herbicide,0.5654515163747778,0.4682059508576801,0.5607685231266096,211,False,False,True,True
AGRO_0364,Herbicide_14,Herbicide,0.6577487265577956,0.52177484856512,0.5131558970747852,268,False,True,False,True
AGRO_0365,Herbicide_15,Herbicide,0.588347556005134,0.5235811620006939,0.5844101822063332,488,True,True,True,False
AGRO_0366,Herbicide_16,Herbicide,0.6451712703509399,0.5520339237309503,0.5505219054233116,447,True,False,True,True
AGRO_0367,Herbicide_17,Herbicide,0.6972710060360299,0.37327438855769735,0.638817025766799,368,True,True,True,True
AGRO_0368,Herbicide_18,Herbicide,0.7038727020369612,0.25034707449099214,0.5349976065593102,465,True,True,True,True
AGRO_0369,Herbicide_19,Herbicide,0.6182598188911279,0.4435674910905911,0.48140889907671536,429,False,True,True,True
AGRO_0370,Herbicide_20,Herbicide,0.7344897008249919,0.411462150919999,0.512410042228389,489,True,False,True,True
AGRO_0371,Herbicide_21,Herbicide,0.7856450680015159,0.5763557440006718,0.43522018916159644,457,True,True,False,False
AGRO_0372,Herbicide_22,Herbicide,0.7169441830859686,0.3785089644849922,0.6276793449325289,477,True,False,False,True
AGRO_0373,Herbicide_23,Herbicide,0.7621218546939047,0.3837120422540559,0.6701324137048743,337,False,True,False,True
AGRO_0374,Herbicide_24,Herbicide,0.7066981807818732,0.3976447849125762,0.5825645742097164,443,True,True,True,True
AGRO_0375,Herbicide_25,Herbicide,0.8677462930312606,0.3507553925669482,0.601580754411184,472,True,True,True,True
AGRO_0376,Herbicide_26,Herbicide,0.6913244249451055,0.5059480530173339,0.6512466516190387,310,True,False,False,True
AGRO_0377,Herbicide_27,Herbicide,0.6083808084518757,0.3168177791769555,0.5932821709950644,360,True,False,True,True
AGRO_0378,Herbicide_28,Herbicide,0.6284240010889248,0.4499685110302934,0.6472002270919274,276,True,False,True,True
AGRO_0379,Herbicide_29,Herbicide,0.6606390562651405,0.5469798926277288,0.6597652646353249,494,False,False,True,True
AGRO_0380,Herbicide_30,Herbicide,0.6414184340742265,0.3769133626155231,0.7453260663321034,257,False,True,True,True
AGRO_0381,Herbicide_31,Herbicide,0.7538324022396926,0.4184247913944103,0.5520948942638246,384,False,True,True,True
AGRO_0382,Herbicide_32,Herbicide,0.5226495666050386,0.49789240068654245,0.49934867072904193,441,True,True,False,True
AGRO_0383,Herbicide_33,Herbicide,0.785605922349704,0.4957789735136867,0.5791071513120423,268,False,True,True,True
AGRO_0384,Herbicide_34,Herbicide,0.8267922133331886,0.48574734980012363,0.5133380391335868,251,True,True,False,True
AGRO_0385,Herbicide_35,Herbicide,0.7569079259535643,0.5232524883117907,0.45898589950196766,296,False,True,False,True
AGRO_0386,Herbicide_36,Herbicide,0.6219459901770674,0.4308260840562492,0.3843399303367212,460,True,True,True,True
AGRO_0387,Herbicide_37,Herbicide,0.9056543564829541,0.28691115646740845,0.6473632076811454,340,True,False,True,True
AGRO_0388,Herbicide_38,Herbicide,0.6073618870018461,0.46195664721781077,0.6410730663269093,333,True,False,True,True
AGRO_0389,Herbicide_39,Herbicide,0.8572242166519652,0.34195831527819703,0.7118881620298398,361,True,True,False,False
AGRO_0390,Herbicide_40,Herbicide,0.8833922652193783,0.2622382499245763,0.5435225995829057,351,True,True,True,True
AGRO_0391,Herbicide_41,Herbicide,0.8870965175371782,0.4389614177370904,0.5131707268123633,340,True,True,True,False
AGRO_0392,Herbicide_42,Herbicide,0.7534629086122435,0.3074575373940413,0.6255383755674316,494,False,True,False,True
AGRO_0393,Herbicide_43,Herbicide,0.6867912994480856,0.417675479330205,0.33152119528825075,440,True,True,True,True
AGRO_0394,Herbicide_44,Herbicide,0.725957356148022,0.37374437664325744,0.6364067028568414,481,False,False,True,True
AGRO_0395,Herbicide_45,Herbicide,0.7372105472606862,0.4389159195667929,0.5946879346982454,317,True,True,False,True
AGRO_0396,Herbicide_46,Herbicide,0.8223568882418627,0.3909875259008989,0.7023385581627402,380,True,True,False,True
AGRO_0397,Herbicide_47,Herbicide,0.5661840931376877,0.3912801351236851,0.6663656027937674,315,True,False,True,True
AGRO_0398,Herbicide_48,Herbicide,0.7463666571680881,0.21234472939581261,0.6619711445966137,202,False,False,False,True
AGRO_0399,Herbicide_49,Herbicide,0.8761688930792192,0.3717153453822207,0.7289396863430024,434,True,True,True,True
AGRO_0400,Herbicide_50,Herbicide,0.7968006474940633,0.4103938834148899,0.5420947452052746,400,True,True,True,True
AGRO_0401,Insecticide_1,Insecticide,0.48557385686082916,0.5057290354453017,0.807424723394466,228,False,True,True,True
AGRO_0402,Insecticide_2,Insecticide,0.7526186317361662,0.45116201787369986,0.6310522175216429,476,True,True,True,True
AGRO_0403,Insecticide_3,Insecticide,0.5907601561396651,0.37828795976470947,0.6012169319079534,207,True,False,True,True
AGRO_0404,Insecticide_4,Insecticide,0.6933232448315634,0.5398983328790583,0.7655603912873425,406,True,True,False,True
AGRO_0405,Insecticide_5,Insecticide,0.656568707966939,0.49392685896145067,0.8551155044595704,438,True,True,False,True
AGRO_0406,Insecticide_6,Insecticide,0.38336191565842215,0.48539633942582017,0.8290376751258226,309,False,True,False,True
AGRO_0407,Insecticide_7,Insecticide,0.6552299937679523,0.5625630933646001,0.6303228181570425,403,False,False,True,True
AGRO_0408,Insecticide_8,Insecticide,0.6582026567084727,0.5935392053798128,0.6795906702984412,278,True,False,True,True
AGRO_0409,Insecticide_9,Insecticide,0.6670740945950203,0.47077402380982303,0.6530850969974189,381,True,True,True,True
AGRO_0410,Insecticide_10,Insecticide,0.6644628246317696,0.74494597989581,0.5823696743076731,452,False,True,True,True
AGRO_0411,Insecticide_11,Insecticide,0.5809182594545654,0.496312043865621,0.6763763868502083,285,False,True,True,True
AGRO_0412,Insecticide_12,Insecticide,0.5471966161436695,0.6071411301887492,0.9020049106929646,407,True,True,True,False
AGRO_0413,Insecticide_13,Insecticide,0.7346062976730451,0.5799088212188239,0.6161058747919698,352,False,True,True,True
AGRO_0414,Insecticide_14,Insecticide,0.6408665283372168,0.5367649292991421,0.4899973492348375,250,True,True,True,True
AGRO_0415,Insecticide_15,Insecticide,0.6006510436800896,0.5715363946800633,0.7938221997655731,274,False,True,True,True
AGRO_0416,Insecticide_16,Insecticide,0.5645062548567717,0.3688317249533216,0.7867632083906135,263,True,True,False,False
AGRO_0417,Insecticide_17,Insecticide,0.46791762261210423,0.7236283650795986,0.6820850242336571,495,True,True,True,True
AGRO_0418,Insecticide_18,Insecticide,0.4731985792616623,0.3896817242691767,0.6687457262899835,492,True,True,False,True
AGRO_0419,Insecticide_19,Insecticide,0.6194202862156246,0.41638221185127033,0.6620153071088091,408,True,True,True,True
AGRO_0420,Insecticide_20,Insecticide,0.6177571308640036,0.5428790639938724,0.6658892097451282,438,True,False,True,True
AGRO_0421,Insecticide_21,Insecticide,0.5745943801821147,0.4682030433565138,0.7688266734050846,422,True,True,True,False
AGRO_0422,Insecticide_22,Insecticide,0.4978559377341408,0.44835703561124285,0.6803533416571902,318,False,True,True,True
AGRO_0423,Insecticide_23,Insecticide,0.7434466869346054,0.5257130652418621,0.5806289012339171,450,True,False,False,False
AGRO_0424,Insecticide_24,Insecticide,0.5698653550308449,0.32977867339199884,0.6537184313660489,309,True,False,False,True
AGRO_0425,Insecticide_25,Insecticide,0.4585024128123951,0.37001057207036747,0.7851069214020613,389,False,True,True,False
AGRO_0426,Insecticide_26,Insecticide,0.7500571368962669,0.35736210777185917,0.778136222236251,344,True,True,True,True
AGRO_0427,Insecticide_27,Insecticide,0.5136040883164786,0.3616546481931344,0.6460012364274309,217,True,True,True,True
AGRO_0428,Insecticide_28,Insecticide,0.4908024525333845,0.6223853198573728,0.7136821829671293,231,True,False,False,True
AGRO_0429,Insecticide_29,Insecticide,0.5947595549422531,0.6704105516255492,0.8246891715534719,448,True,True,True,True
AGRO_0430,Insecticide_30,Insecticide,0.5937995990633969,0.45084388414019155,0.7344945001546285,428,True,True,True,True
AGRO_0431,Insecticide_31,Insecticide,0.6393887594810579,0.49185612190572203,0.7095301353873936,386,False,True,False,True
AGRO_0432,Insecticide_32,Insecticide,0.6170531860387999,0.4392124739324182,0.6460877296851021,425,True,True,True,True
AGRO_0433,Insecticide_33,Insecticide,0.7246267343122984,0.4437909674695806,0.669519591048226,486,True,False,True,False
AGRO_0434,Insecticide_34,Insecticide,0.6738915471043683,0.5135402482483611,0.5331561246097372,283,False,False,False,True
AGRO_0435,Insecticide_35,Insecticide,0.653481733634591,0.6228980502489062,0.6362692252971205,472,False,False,True,True
AGRO_0436,Insecticide_36,Insecticide,0.6458386703551484,0.5701255559176727,0.7181609066253509,310,True,True,True,True
AGRO_0437,Insecticide_37,Insecticide,0.5955256819237401,0.3786058293842617,0.8939192569099466,212,True,False,True,False
AGRO_0438,Insecticide_38,Insecticide,0.45989971618439157,0.5141257140087463,0.48694335201927985,315,True,True,True,False
AGRO_0439,Insecticide_39,Insecticide,0.45744066845218967,0.5812914244897471,0.6222609924141095,487,False,True,False,True
AGRO_0440,Insecticide_40,Insecticide,0.66933246903326,0.4185405206829561,0.6453740961873959,306,True,False,True,False
AGRO_0441,Insecticide_41,Insecticide,0.5269043724284527,0.575792184992362,0.7685507738790204,255,False,False,False,True
AGRO_0442,Insecticide_42,Insecticide,0.7848608833296411,0.6533854941032176,0.7137844504880783,426,True,False,True,True
AGRO_0443,Insecticide_43,Insecticide,0.6119950680158742,0.45988357943888225,0.8699494452671346,383,False,True,True,True
AGRO_0444,Insecticide_44,Insecticide,0.7078003372707476,0.41107591717716757,0.7955300558237752,498,False,True,True,True
AGRO_0445,Insecticide_45,Insecticide,0.5186456245602079,0.30644153204829383,0.6335775818646775,437,False,True,False,True
AGRO_0446,Insecticide_46,Insecticide,0.6881599745978209,0.4531566151719633,0.5845305257367134,336,False,True,False,True
AGRO_0447,Insecticide_47,Insecticide,0.6849010913276553,0.48947630319187324,0.5686384853920933,410,True,True,True,False
AGRO_0448,Insecticide_48,Insecticide,0.6853808562309068,0.40510834791751626,0.8747363197915557,361,True,False,True,True
AGRO_0449,Insecticide_49,Insecticide,0.5371615909004862,0.46783374849415804,0.8670162587348924,348,True,True,False,True
AGRO_0450,Insecticide_50,Insecticide,0.5564181022833768,0.3179396699451483,0.7270057358391422,342,True,False,True,True
AGRO_0451,Fungicide_1,Fungicide,0.4194442738582984,0.6373807827427105,0.4588942208132957,290,True,True,True,True
AGRO_0452,Fungicide_2,Fungicide,0.5869050777815527,0.47832634855957595,0.5859313791122973,379,False,True,True,False
AGRO_0453,Fungicide_3,Fungicide,0.4869796275326076,0.7411676675578421,0.6516394055253573,387,True,True,False,True
AGRO_0454,Fungicide_4,Fungicide,0.6602118320392483,0.5677639688483348,0.5790501360661724,419,True,False,True,True
AGRO_0455,Fungicide_5,Fungicide,0.5569285299539708,0.4853940114952833,0.5129500451008099,477,False,True,False,True
AGRO_0456,Fungicide_6,Fungicide,0.5698366116464739,0.6082691053887074,0.45288753481821215,408,False,True,True,False
AGRO_0457,Fungicide_7,Fungicide,0.6080706626386742,0.43688102305566195,0.5282788696483677,277,True,True,False,False
AGRO_0458,Fungicide_8,Fungicide,0.570928925664678,0.6494251246256332,0.5436335188415509,468,True,False,True,False
AGRO_0459,Fungicide_9,Fungicide,0.6190423889925057,0.5449218721285034,0.4490193306809117,204,False,False,True,True
AGRO_0460,Fungicide_10,Fungicide,0.6034441011705841,0.5538728976052508,0.4788724744849686,212,False,False,True,True
AGRO_0461,Fungicide_11,Fungicide,0.6076238227681574,0.4820200554848468,0.377601793325683,362,True,True,True,True
AGRO_0462,Fungicide_12,Fungicide,0.6675696949394387,0.3628326302769534,0.42905589975724534,264,True,True,True,True
