chembl_id,smiles,inchi_key,therapeutic_area,indication,is_fda_approved,approval_year,molecular_weight,logp,hbd,hba,tpsa,rotatable_bonds,aromatic_rings,heavy_atoms,num_rings,sp3_fraction,complexity,num_heteroatoms,num_saturated_rings,num_aliphatic_rings,num_aromatic_heterocycles,num_saturated_heterocycles,num_aliphatic_heterocycles,num_stereocenters,molar_refractivity,num_radical_electrons,num_valence_electrons,num_ro5_violations,is_drug_like
CHEMBL539434,C[C@H](C(=O)NCCc1ccccc1O)c1cccc(Oc2ccccc2)c1,IWZTTYSBPBBIMY-KRWDZBQOSA-N,CNS/Neurology,Neurological disorder,True,2018,361.4410000000001,4.646900000000003,2,3,58.56,7,3,27,3,0.0,892.8900144701755,4,0,0,0,0,0,1,106.19350000000003,0,138,0,True
CHEMBL526908,COc1ccc2c(O)cc(OC)c(O)c2c1O,ZRXPLYVMTOLAPG-UHFFFAOYSA-N,Anti-infective,Infection,True,2012,236.22299999999996,1.9738000000000007,3,5,79.15,2,2,17,2,0.0,568.6030759741782,5,0,0,0,0,0,0,62.04640000000003,0,90,0,True
CHEMBL525443,CCOC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(CN2CCCCC2)cc1)c1ccccc1,SRSFGSQMDZJKHV-DQSJHHFOSA-N,CNS/Neurology,Neurological disorder,True,2017,481.59600000000034,5.781700000000005,2,5,70.66999999999999,7,3,36,5,0.0,1276.551087526906,6,1,2,0,1,2,0,143.4768999999998,0,184,1,True
CHEMBL1205831,O=C(NCc1ccc(S(=O)(=O)O)cc1)C(CS)Cc1ccccc1,CZORFETWIUWXKI-UHFFFAOYSA-N,Pain/Inflammation,Pain management,True,2007,365.47600000000006,2.3382000000000005,3,4,83.47,7,2,24,2,0.0,773.9976582829662,7,0,0,0,0,0,1,95.59230000000002,0,128,0,True
CHEMBL1163427,CCCC1C(C(=O)NC(C)c2ccccc2)=CN(CC(=O)OC(C)C)C=C1C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC1CC1,KKDBVMXUSPGZQN-ZFWQNNPVSA-N,Immunology,Immune disorder,True,2022,616.8030000000002,4.155500000000003,4,7,120.00000000000001,16,2,45,4,0.0,1339.7281677143214,9,1,2,0,0,1,4,174.60589999999954,0,242,1,True
CHEMBL154556,CCCC[C@H](CC)NC(=O)[C@H](N)CC(=O)O,OZZPTJBKPBBASH-DTWKUNHWSA-N,Anti-infective,Infection,True,1999,230.30799999999996,0.8734000000000004,3,3,92.42,8,0,16,0,0.0,231.26956472744178,5,0,0,0,0,0,2,61.974900000000034,0,94,0,True
CHEMBL501130,NS(=O)(=O)c1ccc(CCNC(=O)Nc2ccc(-c3c4ccc(=O)cc-4oc4cc(O)ccc34)c(C(=O)O)c2)cc1,IYBVEUKFGRJHGL-UHFFFAOYSA-N,CNS/Neurology,Neurological disorder,True,2009,573.5830000000003,3.9802000000000017,5,7,189.02999999999997,7,3,41,5,0.0,1950.099547898869,12,0,2,0,0,1,0,151.7066999999998,0,208,1,True
CHEMBL501251,COc1cc(O)cc2c1C(=O)CC(c1ccc(O)cc1)O2,CWZLMWSCLBFCBY-UHFFFAOYSA-N,Pain/Inflammation,Pain management,True,2012,286.283,2.812900000000001,2,5,75.99000000000001,2,2,21,3,0.0,690.5586782554752,5,0,1,0,0,1,1,75.08210000000003,0,108,0,True
CHEMBL501256,Nc1ncnc2c1ncn2CC(=O)c1cccnc1,REGWEYNSZPBUMQ-UHFFFAOYSA-N,Anti-infective,Infection,True,2005,254.253,0.6864000000000001,1,7,99.58,3,3,19,3,0.0,736.3192396753799,7,0,0,3,0,0,0,68.30290000000001,0,94,0,True
CHEMBL501507,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)C(O)C(=O)NC2CCN(Cc3ccccc3)CC2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,BWHZOEZGICUPSW-NNCGUGFRSA-N,CNS/Neurology,Neurological disorder,True,2011,743.9020000000003,4.195300000000004,4,7,148.14999999999998,14,4,53,5,0.0,1974.0468201334584,13,1,1,0,1,1,3,202.26069999999947,0,280,1,True
CHEMBL507305,COc1cc2cc(c1Cl)N(C)C(=O)C[C@H](OC(=O)C(C)C)[C@]1(C)O[C@H]1[C@H](C)[C@@H]1C[C@@](O)(NC(=O)O1)[C@H](OC)/C=C/C=C(\C)C2,OPQNCARIZFLNLF-JBHFWYGFSA-N,Metabolic,Metabolic disorder,True,1996,635.1540000000002,4.323600000000003,2,9,136.16,4,1,44,4,0.0,1346.9651228006978,12,2,3,0,2,3,7,163.56049999999965,0,242,1,True
CHEMBL507307,C1=CC(CCNc2ncnc3[nH]cnc23)CCC1,QYEVCPHBAXJOAS-UHFFFAOYSA-N,Pain/Inflammation,Pain management,True,1991,243.31399999999996,2.5112000000000005,2,4,66.49000000000001,4,2,18,3,0.0,545.0601090211078,5,0,1,2,0,0,1,71.27140000000003,0,94,0,True
CHEMBL507464,N#Cc1c(N)nc(Sc2ccc(O)cc2)c(C#N)c1-c1ccc(Cl)cc1,FLPZPZARJKZSQN-UHFFFAOYSA-N,CNS/Neurology,Neurological disorder,True,2011,378.84400000000005,4.584360000000002,2,6,106.72,3,3,26,3,0.0,1051.372835923418,7,0,0,1,0,0,0,100.75519999999997,0,126,0,True
CHEMBL540947,CC(C)(C)OC(=O)N1CCN(C(=O)[C@H](Cc2ccc(OS(=O)(=O)c3cccc4cccnc34)cc2)NS(=O)(=O)c2cccc3cnccc23)CC1,MMAICZPNMGCPGM-PMERELPUSA-N,CNS/Neurology,Neurological disorder,True,2020,731.853,4.519600000000003,1,10,165.17000000000002,9,5,51,6,0.0,2291.923115548028,15,1,1,2,1,1,1,189.9422999999995,0,266,1,True
CHEMBL540951,COc1cc(CNc2ccc(C(C)C)cc2)cc(OC)c1OC.Cl,QFCQZCWNORKKER-UHFFFAOYSA-N,Pain/Inflammation,Pain management,True,1998,351.8740000000001,4.869700000000005,1,4,39.72,7,2,24,2,0.0,616.5553143131509,5,0,0,0,0,0,0,101.20370000000005,0,132,0,True
CHEMBL524505,Cl.O[C@@]12CCCC[C@@]13CCN(CC1CCC1)[C@@H]2Cc1ccc(OCc2ccccc2)cc13,FZQROEGFKHSJGR-OEOXOAKSSA-N,Other,Various indications,True,2009,454.0540000000002,5.660800000000005,1,3,32.7,5,2,32,6,0.0,945.7034886990522,4,3,4,0,1,1,3,130.58280000000002,0,172,1,True
CHEMBL537349,COc1ccc2c(c1)C(C)(CCCN(C)C)C(=O)N2C.O=C(O)C(=O)O,QDFKFRUQECOILZ-UHFFFAOYSA-N,Anti-infective,Infection,True,1998,366.41400000000004,1.4266999999999994,2,5,107.38000000000001,5,1,26,2,0.0,676.2589332101829,8,0,1,0,0,1,1,96.81560000000007,0,144,0,True
CHEMBL154414,CCCCCCCCCCC1(O)CCOC(=O)C1,HYUBWWJKWOLQAZ-UHFFFAOYSA-N,Pain/Inflammation,Pain management,True,1990,256.38599999999997,3.585300000000003,1,3,46.53,9,0,18,1,0.0,239.89321307840655,3,1,1,0,1,1,1,72.36980000000005,0,106,0,True
CHEMBL552528,COc1cc(-c2cc(N3CCOCC3)nc(N)n2)cc(OC)c1OC,RQQNUSTVSRKADP-UHFFFAOYSA-N,Other,Various indications,True,1996,346.38700000000006,1.5882,1,8,91.96000000000001,5,2,25,3,0.0,722.4179728558455,8,1,1,1,1,1,0,94.56840000000004,0,134,0,True
CHEMBL552542,COc1ccc2c(CCCN3CCC[C@@H](C)C3)cccc2c1.Cl,KFIZQAALWFUBHA-PKLMIRHRSA-N,Pain/Inflammation,Pain management,True,1990,333.90299999999996,4.934700000000006,0,2,12.47,5,2,23,3,0.0,628.0678249775602,3,1,1,0,1,1,1,100.90700000000005,0,126,0,True
CHEMBL503982,CC/C=C/C=C/C=C/C=C/C=O,WUGCJUPOLHRZFG-BYFNFPHLSA-N,Pain/Inflammation,Pain management,True,1994,162.23199999999997,2.820100000000001,0,1,17.07,5,0,12,0,0.0,207.0440022382591,1,0,0,0,0,0,0,52.91500000000002,0,64,0,True
CHEMBL503986,CC(=O)N(C)[C@@H](CC1CCCCC1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,DUCBOEVJYHUVRG-ZQWQDMLBSA-N,CNS/Neurology,Neurological disorder,True,2001,709.932,4.498100000000002,1,5,124.32999999999998,16,3,52,4,0.0,1630.1684958288047,10,1,1,0,0,0,4,202.73039999999932,0,278,1,True
CHEMBL504142,O=c1ccc2nccc3c4c(O)cccc4n1c23,KXFAUPPCQVBDBN-UHFFFAOYSA-N,Pain/Inflammation,Pain management,True,1992,236.23000000000002,2.1442999999999994,1,4,54.599999999999994,0,4,18,4,0.0,956.3178182978139,4,0,0,3,0,0,0,69.32480000000002,0,86,0,True
CHEMBL503846,O=C1C(=O)N(Cc2ccc(Br)cc2)c2ccc(Cl)cc21,FBPBKOQLHLKLJW-UHFFFAOYSA-N,Pain/Inflammation,Pain management,True,2014,350.599,3.8320000000000016,0,2,37.38,2,2,20,3,0.0,712.3134947433758,5,0,1,0,0,1,0,81.11450000000002,0,100,0,True
CHEMBL1204461,COc1ccc(C(CCN(C)CC(=O)O)Oc2ccc(C(F)(F)F)cc2)cc1,UWZVQOBARGQNJS-UHFFFAOYSA-N,Pain/Inflammation,Pain management,True,2004,397.393,4.240600000000003,1,4,59.0,9,2,28,2,0.0,760.5154210341921,8,0,0,0,0,0,1,97.55680000000004,0,152,0,True
CHEMBL507700,NC(=O)Nc1sc(-c2ccc(CN3CCCCC3)cc2)cc1C(N)=O,JYHYTJMGGOSNTG-UHFFFAOYSA-N,Pain/Inflammation,Pain management,True,2011,358.4670000000001,2.990500000000001,3,4,101.45000000000002,5,2,25,3,0.0,763.8832963346204,7,1,1,1,1,1,0,100.60700000000004,0,132,0,True
CHEMBL503907,O=C(O)CCCc1ccc(Cn2ccc(=O)[nH]c2=O)cc1,VVWRHEDGSKWKGM-UHFFFAOYSA-N,Anti-infective,Infection,True,1990,288.303,0.9922,2,4,92.16,6,2,21,2,0.0,728.329104086494,6,0,0,1,0,0,0,77.44050000000003,0,110,0,True
CHEMBL504237,CC(C)CNCC(C)(C)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,VUWZQJFITLFLHQ-STQMWFEESA-N,Anti-infective,Infection,True,2004,298.406,1.0627800000000005,2,4,68.16,7,0,21,1,0.0,391.6250809964416,6,1,1,0,1,1,2,80.41640000000004,0,120,0,True
CHEMBL504249,CC[C@@]1([C@@H]2O[C@@H]([C@H]3O[C@@](O)(CO)[C@H](C)C[C@@H]3C)C[C@@H]2C)CC[C@H]([C@]2(C)CCC3(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H](OC)[C@H](C)C(=O)O)O3)O2)O1,GAOZTHIDHYLHMS-ZHWDXKHISA-N,Metabolic,Metabolic disorder,True,2021,670.8810000000005,4.272900000000003,4,10,153.37,10,0,47,5,0.0,1106.8039551987465,11,5,5,0,5,5,17,172.3011999999996,0,272,1,True
CHEMBL504254,COc1ccc(S(=O)(=O)n2cccc2)cc1,PTOXNAYXGVJKDN-UHFFFAOYSA-N,Anti-infective,Infection,True,2015,237.28000000000003,1.7337,0,4,48.300000000000004,3,2,16,2,0.0,555.7869604520141,5,0,0,1,0,0,0,60.009800000000034,0,84,0,True
CHEMBL524910,O=C1NC(NC2CC2)=N/C1=C\c1c[nH]c2ncccc12,ZIXDURCOQNGZDY-WDZFZDKYSA-N,Anti-infective,Infection,True,2019,267.29200000000003,1.1415999999999993,3,4,82.17,2,2,20,4,0.0,753.7649650361477,6,1,2,2,0,1,0,75.80610000000001,0,100,0,True
CHEMBL4116091,CC(C)C(=O)OC([C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CCCCC1)NC(=O)OCc1cccc(Cl)c1)S(=O)(=O)O,YGFDVHKFCKBCPR-JXTXVVEESA-N,Other,Various indications,True,2017,630.1600000000005,3.329300000000001,4,8,177.2,13,1,42,3,0.0,1220.732275532888,14,2,2,0,1,1,4,153.68369999999982,0,234,1,True
CHEMBL4116093,O=C1c2cccc3c(-c4cc(=O)c5ccccc5o4)ccc(c23)C(=O)N1CCCCN1CCNCC1,PNGKWGCJYDHKCC-UHFFFAOYSA-N,CNS/Neurology,Neurological disorder,True,2021,481.5520000000004,3.8946000000000023,1,6,82.85999999999999,6,4,36,6,0.0,1529.4930673411202,7,1,2,1,1,2,0,139.33669999999995,0,182,0,True
CHEMBL552742,CCCCCCOc1ccc(C(=O)CCN(C)C)c(N(C)C)c1,YJUFQRISAJWTSK-UHFFFAOYSA-N,Pain/Inflammation,Pain management,True,2006,320.47700000000003,3.8461000000000025,0,4,32.78,11,1,23,1,0.0,484.2579986464499,4,0,0,0,0,0,0,97.90750000000007,0,130,0,True
CHEMBL1208484,O=C(O)c1cn([C@]2(C(=O)O)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)nn1,TYFTYGYYYXOUKP-UTAYWCBXSA-N,Cardiovascular,Heart disease,True,2001,319.226,-3.8124999999999996,6,10,195.45999999999998,4,1,22,2,0.0,587.9523728048915,12,1,1,1,1,1,5,62.570300000000024,0,122,1,True
CHEMBL553887,COc1ccc(C[C@H]2C(=O)N[C@@H](C)C(=O)N(C)[C@H]3Cc4ccc(c(O)c4)Oc4cc(ccc4OC)C[C@@H](C(=O)N[C@H](C)C(=O)N[C@@H](C)C(=O)N2C)N(C)C3=O)cc1,ACJSHPYSQXBJLC-BRVKVQDUSA-N,Immunology,Immune disorder,True,2019,786.883,1.5517000000000043,4,10,196.15,4,3,57,6,0.0,2022.9915988981136,16,1,3,0,1,3,6,207.76889999999946,0,304,1,True
CHEMBL1208034,O=C(CP(=O)(O)OCc1ccc(-c2ccccc2)cc1)c1ccc(-c2ccccc2)cc1,UWZPGHXYLXEZCE-UHFFFAOYSA-N,CNS/Neurology,Neurological disorder,True,2005,442.45100000000014,6.605500000000006,1,3,63.60000000000001,8,4,32,4,0.0,1218.4193377991753,5,0,0,0,0,0,1,127.56779999999999,0,160,1,True
CHEMBL504374,CN(C)C(=O)n1nnc(CCc2ccccc2)n1,LTQAGBUYSHHPOW-UHFFFAOYSA-N,Anti-infective,Infection,True,2004,245.286,0.9879999999999995,0,5,63.910000000000004,3,2,18,2,0.0,520.2738568720023,6,0,0,1,0,0,0,66.14800000000004,0,94,0,True
CHEMBL500758,C#C/C=C/CCCCCCCCCC/C=C\CCCCCC,JJKRBORDDAKFCT-TZXBVGHOSA-N,Pain/Inflammation,Pain management,True,1996,302.5460000000001,7.603400000000007,0,0,0.0,16,0,22,0,0.0,289.65039623965936,0,0,0,0,0,0,0,102.04200000000007,0,126,1,True
CHEMBL501136,COc1ccc(-c2nc3ccc(F)cc3o2)c(OC)c1,NXYWPSIXDZRKNY-UHFFFAOYSA-N,CNS/Neurology,Neurological disorder,True,2001,273.263,3.6511000000000022,0,4,44.49000000000001,3,3,20,3,0.0,766.8996562265904,5,0,0,1,0,0,0,72.50700000000002,0,102,0,True
CHEMBL155439,COc1cc2c(cc1OC)CN(CC1=NCCN1)CC2,VNHFMAABJYHKNE-UHFFFAOYSA-N,Anti-infective,Infection,True,1994,275.35200000000003,1.0635999999999999,1,5,46.09,4,1,20,3,0.0,528.0950653841222,5,0,2,0,0,2,0,78.83170000000004,0,108,0,True
CHEMBL503237,CN1C2CCC1CC(OC1c3ccccc3CCc3ccccc31)C2,ZWPODSUQWXAZNC-UHFFFAOYSA-N,Pain/Inflammation,Pain management,True,2007,333.4750000000001,4.516400000000004,0,2,12.47,2,2,25,5,0.0,708.6930366556213,2,2,3,0,2,2,2,100.81500000000007,0,130,0,True
CHEMBL1204470,CN(CCC(Cc1ccc(C(F)(F)F)cc1)c1ccccc1)CC(=O)O,WQENIDXTBDSAHR-UHFFFAOYSA-N,Pain/Inflammation,Pain management,True,2004,365.39500000000004,4.438200000000004,1,2,40.540000000000006,8,2,26,2,0.0,699.2462750515136,6,0,0,0,0,0,1,94.08080000000007,0,140,0,True
CHEMBL503391,CC1(C)CCC[C@@]2(C)[C@H]1CCC1=CC(=O)[C@@]3(C)C[C@@]12CC3=O,HPMIXSLEZMNNIP-WBCYEJBOSA-N,Pain/Inflammation,Pain management,True,2017,300.44200000000006,4.4775000000000045,0,2,34.14,0,0,22,4,0.0,613.1967839459282,2,3,4,0,0,0,4,86.33400000000005,0,120,0,True
CHEMBL503474,O=C1CCCCCC1S(=O)(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,HGGPZWDJKUWJDH-UHFFFAOYSA-N,Pain/Inflammation,Pain management,True,2009,388.329,4.399700000000003,0,3,51.21,2,1,25,2,0.0,732.2018647344498,10,1,1,0,0,0,1,75.51180000000002,0,140,0,True
CHEMBL8532,CC(C)(CN1C(=O)c2cccc3cccc(c23)C1=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(C)(C)CN1C(=O)c2cccc3cccc(c23)C1=O.[Br-].[Br-],MJFPGENURPJQLI-UHFFFAOYSA-L,Immunology,Immune disorder,True,2003,864.7640000000004,1.6588000000000052,0,4,74.76,15,4,54,6,0.0,1823.7736342843875,10,0,2,0,0,2,0,208.3447999999993,0,290,1,True
CHEMBL536204,Cc1ccc(OC2CCN(CCCCC3(C)C(=O)Nc4ccccc43)CC2)cc1.Cl,OQMNXRKJBCRHHV-UHFFFAOYSA-N,Other,Various indications,True,2016,429.0040000000001,5.340320000000006,1,3,41.57,7,2,30,4,0.0,846.4820579823554,5,1,2,0,1,2,1,124.79170000000003,0,162,1,True
CHEMBL536883,O=C(Nc1ccc(F)cc1)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1.O=C(O)C(F)(F)F,NSSSDIHQCPVIGN-UHFFFAOYSA-N,CNS/Neurology,Neurological disorder,True,2011,525.8900000000002,4.481300000000004,2,6,98.66000000000001,4,3,36,4,0.0,1188.6035920815655,13,1,1,2,1,1,0,125.95400000000004,0,190,1,True
CHEMBL541537,CC1(C)Oc2ccc([N+](=O)[O-])cc2[C@@H](N2CCCCCC2)[C@@H]1O.Cl,DHMYJCWMXFKHHQ-RCPFAERMSA-N,Pain/Inflammation,Pain management,True,2009,356.8500000000001,3.465600000000003,1,5,75.84,2,1,24,3,0.0,600.253380472076,7,1,2,0,1,2,2,93.84020000000004,0,134,0,True
CHEMBL526533,Nc1ccc2nc(-c3ccc(F)cc3)oc2c1,HVFPDOLMDLRRSY-UHFFFAOYSA-N,CNS/Neurology,Neurological disorder,True,2016,228.226,3.216100000000001,1,3,52.05,1,3,17,3,0.0,673.4522523288844,4,0,0,1,0,0,0,63.815400000000004,0,84,0,True
CHEMBL539191,CC(C)(CO)NC(=O)Cn1cccc(NC(=O)c2ccccc2)c1=O,HFFHBACRJQDFIF-UHFFFAOYSA-N,Anti-infective,Infection,True,1999,343.38300000000004,0.9876999999999992,3,5,100.42999999999998,6,2,25,2,0.0,812.5709325218056,7,0,0,1,0,0,0,94.40470000000005,0,132,0,True
CHEMBL539203,CCCN(NC(=O)[C@@H]1[C@@H]2[C@H](CN1C(=O)[C@@H](NC(=O)N[C@H](CN1C(=O)C3CCC(C3)C1=O)C(C)(C)C)C(C)(C)C)C2(C)C)C(=O)c1ccccc1,BDBPTLLQRDIVHP-YKMQXRHZSA-N,Other,Various indications,True,2005,692.9020000000002,3.9667000000000057,3,6,148.23,9,1,50,5,0.0,1491.3472303564035,12,4,4,0,2,2,7,187.8785999999994,0,274,1,True
CHEMBL498970,CC[C@H](C)[C@@H]1C(=O)O[C@H]1C(=O)N[C@H]1C[C@H]1C[C@H](NC(=O)[C@H](C)NC(=O)CCCCCNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)OCc1ccccc1,JJLWKDNIDQRNSQ-UYWNJUBWSA-N,CNS/Neurology,Neurological disorder,True,1991,805.9950000000001,3.9599000000000073,4,10,189.30999999999997,21,3,57,5,0.0,2026.1172831573847,15,2,2,0,1,1,7,215.18459999999936,0,308,1,True
CHEMBL499087,N[C@@H](C(=O)NCc1ccc(F)cc1)[C@@H](O)c1ccc([N+](=O)[O-])cc1,NPHOMPMAGRLJOP-CABCVRRESA-N,Anti-infective,Infection,True,2000,333.3190000000001,1.4109999999999998,3,5,118.49000000000001,6,2,24,2,0.0,719.1073114343678,8,0,0,0,0,0,2,84.27830000000002,0,126,0,True
CHEMBL499101,N[C@@H](CC(=O)O)C(=O)N1CCCC1,MGJPXVYXTDEHEJ-LURJTMIESA-N,Anti-infective,Infection,True,2009,186.21099999999993,-0.5892000000000004,2,3,83.63000000000001,3,0,13,1,0.0,211.43467881229336,5,1,1,0,1,1,1,46.04220000000002,0,74,0,True
CHEMBL504547,O=C1NC(=O)c2ccc(I)cc2/C1=C/NCc1ccc(-c2ccoc2)c(O)c1,CUISPPCDYZFGCY-ZDLGFXPLSA-N,CNS/Neurology,Neurological disorder,True,2000,486.2650000000002,3.6575000000000015,3,5,91.57000000000001,4,3,28,4,0.0,1103.5983042825528,7,0,1,1,0,1,0,112.25769999999999,0,140,0,True
CHEMBL504560,CC1(NC(=O)N[C@H]2CCCCCCCCCC[C@@H](C(=O)C(N)=O)NC(=O)[C@@H]3[C@H]4[C@@H](CN3C2=O)C4(C)C)CCCCC1,HOSMWPIMMSIMTO-BAHGYDIPSA-N,Other,Various indications,True,2013,573.7789999999999,3.313800000000003,4,5,150.7,4,0,41,4,0.0,1006.8576238304572,10,4,4,0,2,2,5,155.5094999999998,0,230,1,True
CHEMBL501593,CC(=O)OC1C=C[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](c5ccoc5)OC(=O)[C@H]5O[C@]54[C@]3(C)[C@H](OC(C)=O)C[C@H]2C1(C)C,DQDMCINGPLFPLI-AUPXFUGGSA-N,Other,Various indications,True,1992,526.6260000000003,4.923300000000005,0,8,104.57000000000002,3,1,38,6,0.0,1216.7134439773497,8,4,5,1,2,2,10,134.32599999999996,0,206,1,True
CHEMBL501513,CC(C)(C)OC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)NC(=O)C1C2CC3CC(C2)CC1C3,LSWRMAAUUGPACW-JFZXTBNCSA-N,CNS/Neurology,Neurological disorder,True,2009,628.7699999999999,4.751900000000004,5,6,149.61999999999998,9,3,46,7,0.0,1578.387970649385,10,4,4,1,0,0,2,172.5865999999996,0,244,1,True
CHEMBL501542,C=CCNC(=O)C(=O)[C@@H]1CCCCCCCCC[C@H](NC(=O)N[C@H](CN2C(=O)c3ccccc3C2=O)C(C)(C)C)C(=O)N2C[C@@H]3[C@H]([C@H]2C(=O)N1)C3(C)C,IJIYLULZQBQFEU-UXKKAOFESA-N,Other,Various indications,True,2023,732.9229999999998,3.7287000000000035,4,7,174.09,8,1,53,5,0.0,1597.710327197226,13,3,4,0,2,3,6,198.4667999999994,0,288,1,True
CHEMBL501544,O=C1Nc2ccc(OC(F)(F)F)cc2/C1=N/NC(=S)NC1CCCCC1,KCYDKNMVGCRCOM-UHFFFAOYSA-N,Pain/Inflammation,Pain management,True,1993,386.39900000000017,3.0382000000000016,3,4,74.75,3,1,26,3,0.0,745.5006705334159,10,1,2,0,0,1,0,94.03410000000002,0,140,0,True
CHEMBL498936,CCOc1cc2c(cn1)[nH]c1ccccc12,FNNPSIGQQWCKKB-UHFFFAOYSA-N,CNS/Neurology,Neurological disorder,True,2015,212.252,3.1148000000000007,1,2,37.91,2,3,16,3,0.0,642.521041139669,3,0,0,2,0,0,0,64.76870000000004,0,80,0,True
CHEMBL553153,Cc1cc(Cl)ccc1C(OCCN1CCCC(C(=O)O)C1)c1ccc(Cl)cc1C.Cl,YVIKRRCGVRRLLO-UHFFFAOYSA-N,Other,Various indications,True,1997,472.8400000000001,5.934640000000006,1,3,49.769999999999996,7,2,30,3,0.0,823.2669877287587,7,1,1,0,1,1,1,124.22080000000003,0,164,1,True
CHEMBL553669,O=C(c1ccccc1)c1nccc2ccccc12,MDWCIKACMBMJFA-UHFFFAOYSA-N,CNS/Neurology,Neurological disorder,True,1999,233.26999999999998,3.4658000000000015,0,2,29.96,2,3,18,3,0.0,699.1285795298066,2,0,0,1,0,0,0,71.61750000000004,0,86,0,True
CHEMBL554586,O=C(NCCc1c[nH]c2ccc(O)cc12)c1ccc(O)cc1,ISSNDLXFBIARRB-UHFFFAOYSA-N,Pain/Inflammation,Pain management,True,2014,296.326,2.5516000000000005,4,3,85.35000000000001,4,3,22,3,0.0,806.3870439821332,5,0,0,1,0,0,0,84.10750000000002,0,112,0,True
CHEMBL554708,CCCCCCCCC[C@@H]1C[C@@H]2CC[C@H]3[C@H](C(=O)O[C@H](C)CCCCC[C@@H]4C[C@@H]5CC[C@@H]6C[C@H](C)NC(=[N+]65)N4)[C@H](C)NC(=[N+]23)N1.[Cl-].[Cl-],AWLOVFDTTPZPDQ-YKZBGKLUSA-N,Cardiovascular,Heart disease,True,2014,697.8810000000002,-0.47019999999999523,4,6,80.44,16,0,47,6,0.0,1087.0626720998403,10,2,6,0,2,6,10,181.78759999999951,0,270,1,True
CHEMBL506162,O=C1C=CC[C@H]([C@@H](O)[C@H](Cl)c2ccccc2)O1,MSNHEIXAOKHXKK-RAIGVLPGSA-N,Pain/Inflammation,Pain management,True,2015,252.697,2.1990999999999996,1,3,46.53,3,1,17,2,0.0,415.9325683848337,4,0,1,0,0,1,3,64.67980000000003,0,90,0,True
CHEMBL504425,C=C(C)[C@@]12O[C@@]3(/C=C/C=C/CCCCC)O[C@@H]1[C@@H]1[C@@H]4O[C@]4(CO)[C@@H](O)[C@]4(O)C(=O)C(C)=C[C@H]4[C@@]1(O3)[C@H](C)[C@H]2OC(=O)c1ccccc1,CGSGRJNIABXQJQ-NSCQCFIPSA-N,Metabolic,Metabolic disorder,True,1996,648.7490000000003,3.7044000000000024,3,10,144.28,10,1,47,7,0.0,1567.3836106281913,10,5,6,0,3,3,12,168.6718999999996,0,252,1,True
CHEMBL504429,O=P(O)(O)C(CSc1ncc[nH]1)P(=O)(O)O,KVMQBCIVXMEYRO-UHFFFAOYSA-N,Anti-infective,Infection,True,2011,288.158,0.1832999999999999,5,4,143.74,5,1,16,1,0.0,402.1371114537182,11,0,0,1,0,0,0,57.18790000000002,0,92,0,True
CHEMBL508095,CCCN1CC(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2NCCN(Cc3ccccc3)C2=O)N(C(C)C)C1=O,IMUGWQKSXKEHDO-MBKURTIGSA-N,Immunology,Immune disorder,True,2013,571.6690000000001,2.278200000000001,3,5,105.22,11,2,41,4,0.0,1210.3672357235898,11,2,2,0,2,2,4,149.6721999999998,0,222,1,True
CHEMBL498849,CCNc1ccc(NC(=N)N)cc1,GSWYYWRNPPQUIJ-UHFFFAOYSA-N,Anti-infective,Infection,True,1994,178.23899999999998,1.42377,4,2,73.92999999999999,3,1,13,1,0.0,278.1711052507959,4,0,0,0,0,0,0,56.14250000000001,0,70,0,True
CHEMBL499523,CC(C)(C)C(N)C(=O)N1CCCC1C#N,XGNBIYXILDDDQR-UHFFFAOYSA-N,Anti-infective,Infection,True,2005,209.29299999999995,0.8743799999999998,1,3,70.12,1,0,15,1,0.0,287.1886093548113,4,1,1,0,1,1,2,57.77840000000003,0,84,0,True
CHEMBL509195,Cn1nc(C(F)(F)F)c(Br)c1C(=O)Nc1ccc(S(=O)(=O)N2CCCC2)cc1,DJYUADQYYGUDCR-UHFFFAOYSA-N,Other,Various indications,True,1990,481.2940000000003,3.2382000000000017,1,5,84.3,4,2,28,3,0.0,997.3771907343695,12,1,1,1,1,1,0,98.29800000000003,0,152,0,True
