material_name,composition,category,compressive_strength_mpa,tensile_strength_mpa,fracture_toughness_mpa_m_half,elastic_modulus_gpa,hardness_gpa,thermal_conductivity_w_mk,thermal_conductivity_anisotropy,thermal_expansion_coeff,thermal_expansion_anisotropy,specific_heat_j_kgk,electrical_resistivity_ohm_m,dielectric_constant,band_gap_ev,carrier_mobility_cm2_vs,base_nrci,final_nrci,structural_optimization,resonance_strength,ubp_energy_cu,grain_size_um,porosity_fraction,uncertainty_mechanical,uncertainty_thermal,uncertainty_electrical,confidence_score
Alumina-Graphene (0.5wt%),Al2O3,Ceramic Composite,3065.6741214662916,306.5674121466292,18.077920630935257,559.3103002220016,30.654165941437252,29.080527260197062,1.0,1.0016483939586401e-05,1.0,656.3736743531549,1.00164839395864e-07,1.0,,,0.999,0.99835160604136,0.911482,0.972290724228952,1147.640935103394,5.0,0.02,0.10082419697932002,0.12082419697932001,0.15082419697932,0.9975287676633614
Alumina-Graphene (1.0wt%),Al2O3,Ceramic Composite,3065.6741214662916,306.5674121466292,18.077920630935257,559.3103002220016,30.654165941437252,29.080527260197062,1.0,1.0016483939586401e-05,1.0,670.4089997446043,1.00164839395864e-07,1.0,,,0.999,0.99835160604136,0.911482,0.972290724228952,1147.640935103394,5.0,0.02,0.10082419697932002,0.12082419697932001,0.15082419697932,0.9975287676633614
Zirconia-Toughened Alumina (ZTA),Al2O3,Ceramic Composite,3066.5819839836895,306.65819839836894,18.089210317641164,559.388055457105,30.65367494789526,29.080183564717665,1.0,1.0016720119765354e-05,1.0,722.2951346054673,1.0016720119765354e-07,1.0,,,0.999,0.9983279880234646,0.912482,0.9725741916164251,1148.142557062439,5.0,0.02,0.10083600598826772,0.12083600598826771,0.1508360059882677,0.9974933798472216
Alumina-Toughened Zirconia (ATZ),ZrO2,Ceramic Composite,3063.92035510528,306.39203551052805,18.056676349944333,559.1585030761455,30.655358770013564,9.693787413400159,1.0,1.0015910159195176e-05,1.0,612.7471312237884,10416546565.562983,9.1074,,,0.999,0.9984089840804824,0.909482,0.9717308888563376,1146.6579810090354,5.0,0.02,0.1007955079597588,0.1207955079597588,0.1507955079597588,0.9976147417865516
Si3N4-SiC Nanocomposite,Si3N4,Ceramic Composite,3471.5716489072997,347.15716489073,15.21777917253128,551.6260605752256,30.205147851631295,23.971845497777405,1.0,1.0232472875761385e-05,1.0,790.0375164504266,102.32472875761385,13.19672131147541,1.12,1400.0,0.999,0.9767527124238616,0.914482,0.9580714986967032,1106.9531913921119,5.0,0.02,0.11162364378806919,0.13162364378806918,0.16162364378806918,0.9653992868256163
Si3N4-TiN Composite,Si3N4,Ceramic Composite,3472.939334351524,347.29393343515244,15.232402883122678,551.719760601157,30.205663970462943,23.97214656709587,1.0,1.023222460968944e-05,1.0,750.1701753965414,102.3222460968944,13.19672131147541,1.12,1400.0,0.999,0.9767775390310559,0.915482,0.9583888773217392,1107.5352616317298,5.0,0.02,0.11161123048447205,0.13161123048447204,0.16161123048447204,0.9654359498933109
WC-Co (6%),WC,Cermet,3598.131411323581,359.8131411323581,16.797248401462063,564.4127690069461,39.54011859896881,29.422734333845096,1.0,1.0086895196067419e-05,1.0,684.8604808832227,1.0086895196067418e-07,1.0,,,0.9744324999999999,0.9913104803932582,0.87371625,0.9560322112752807,1113.3332536613805,2.0,0.01,0.1243447598033709,0.1483447598033709,0.1843447598033709,0.9870034744653853
WC-Co (12%),WC,Cermet,3598.131411323581,359.8131411323581,16.797248401462063,564.4127690069461,39.54011859896881,29.422734333845096,1.0,1.0086895196067419e-05,1.0,722.4560822785727,1.0086895196067418e-07,1.0,,,0.9744324999999999,0.9913104803932582,0.87371625,0.9560322112752807,1113.3332536613805,2.0,0.01,0.1243447598033709,0.1483447598033709,0.1843447598033709,0.9870034744653853
TiC-NiMo,TiC,Cermet,3654.1687709293606,365.4168770929361,17.794939449374997,567.2689673047873,39.7696478611516,24.61362609885465,1.3,1.0009999999999999e-05,1.3,671.9353442728973,10210199999.999998,7.9939,,,0.999,0.999,0.87371625,0.9614148749999999,1128.286219220988,2.0,0.01,0.1205,0.1445,0.1805,0.9985005
MAX Phase (Ti3SiC2),Ti3SiC2,Novel Composite,3580.428134746466,358.04281347464666,17.611783545999995,556.2618454884399,39.56828126163683,24.24163571340123,1.3,1.0009999999999999e-05,1.3,667.5653962271543,100.1,13.19672131147541,1.12,1400.0,0.999,0.999,0.873482,0.9613445999999999,1128.1587527386605,5.0,0.02,0.1305,0.1565,0.1955,0.9985005
MAX Phase (Ti2AlC),Ti2AlC,Novel Composite,3580.428134746466,358.04281347464666,17.611783545999995,556.2618454884399,39.56828126163683,29.08996285608148,1.3,1.0009999999999999e-05,1.3,734.1223211095457,1.0009999999999999e-07,1.0,,,0.983964,0.999,0.873482,0.9613445999999999,1128.1587527386605,5.0,0.02,0.1305,0.1565,0.1955,0.9985005
MAX Phase (Cr2AlC),Cr2AlC,Novel Composite,3557.3674009616266,355.7367400961627,17.198025986390213,555.0881763721442,39.47258192228753,29.04307017980032,1.0,1.0042223643718555e-05,1.0,658.8005702755524,1.0042223643718553e-07,1.0,,,0.978964,0.9957776356281446,0.873482,0.9590889449397011,1121.8812533521043,5.0,0.02,0.1321111821859277,0.1581111821859277,0.1971111821859277,0.9936753676226613
MXene (Ti3C2Tx),Ti3C2Tx,Novel Composite,3522.2373141528165,352.2237314152817,16.56513288888917,553.2929050466987,39.32619800759433,24.14278505133388,1.3,1.009151367168817e-05,1.3,659.5654534197785,10495174218.555695,8.35246,,,0.9739639999999999,0.9908486328311831,0.873482,0.9556386429818281,1112.312083594512,5.0,0.02,0.13457568358440847,0.16057568358440846,0.19957568358440847,0.9863148230073039
Diamond-SiC Composite,SiC,Ceramic Composite,3478.8456395081744,347.88456395081744,15.410379104945205,551.8874235792294,38.962885817410054,23.994432573675294,1.0,1.0213847249482e-05,1.0,702.3070205467043,102.13847249482,13.19672131147541,1.12,1400.0,0.998964,0.9786152750518001,0.909482,0.95787529253626,1107.899512624861,5.0,0.02,0.11069236247409994,0.13069236247409993,0.16069236247409993,0.9681515658082552
B4C-TiB2 Composite,B4C,Ceramic Composite,3454.374643548403,345.43746435484036,14.81043338401247,550.8954569521854,38.80094625272832,23.92830725143026,1.0,1.026837513725764e-05,1.0,739.2501165424077,10679110142.747946,6.1051,,,0.996964,0.9731624862742361,0.921482,0.9576583403919652,1103.7135232055741,5.0,0.02,0.11341875686288197,0.13341875686288196,0.16341875686288196,0.9601038554828444
Al2O3-Cu Interpenetrating,Al2O3,Ceramic Composite,3057.3249233154424,305.7324923315443,17.98054521130662,558.5765243181992,30.661570739135087,29.085710618585544,1.0,1.0012922046616706e-05,1.0,719.4532866035187,1.0012922046616706e-07,1.0,,,0.999,0.9987077953383294,0.901482,0.9695400567368306,1142.8659111456916,5.0,0.02,0.10064610233083529,0.12064610233083528,0.15064610233083528,0.998062527903938
SiC-Al Interpenetrating,SiC,Ceramic Composite,3604.6594115869784,360.4659411586979,17.890301684107218,557.9567685116577,39.56544534693359,24.24047771489741,1.0,1.0010954902151204e-05,1.0,694.7078181897692,100.10954902151204,13.19672131147541,1.12,1400.0,0.998964,0.9989045097848795,0.893482,0.9672777568494156,1138.8778120343509,5.0,0.02,0.10054774510756023,0.12054774510756022,0.15054774510756022,0.9983573647267251
Glass-Ceramic (LAS),Li2O-Al2O3-SiO2,Ceramic Composite,3500.868552142565,350.0868552142565,15.886432974491498,552.8854149352068,30.329238436567692,28.85307800678837,1.0,1.017278219950973e-05,1.0,693.5915387177874,1.0172782199509728e-07,1.0,,,0.999,0.9827217800490271,0.903482,0.9589498460343189,1112.665735672184,5.0,0.02,0.10863910997548645,0.12863910997548644,0.15863910997548644,0.9742319385158777
Glass-Ceramic (MAS),MgO-Al2O3-SiO2,Ceramic Composite,3488.9227573190883,348.89227573190885,15.64244058891921,552.3157972713371,30.2873324348816,28.823743805608096,1.0,1.0192940034859835e-05,1.0,702.8830610897286,1.0192940034859834e-07,1.0,,,0.999,0.9807059965140167,0.905482,0.9581387975598117,1109.8201427881856,5.0,0.02,0.10964700174299166,0.12964700174299165,0.15964700174299165,0.9712451240562835
Zirconia-CNT (1wt%),ZrO2,Ceramic Composite,3062.2317237259067,306.2231723725907,18.03682500320089,559.0106128329679,30.65677393023362,9.694117617451505,1.0,1.00152294317203e-05,1.0,642.4140977754073,10415838608.989113,9.1074,,,0.999,0.9984770568279699,0.907482,0.9711785397795789,1145.6964565801634,5.0,0.02,0.10076147158601503,0.12076147158601502,0.15076147158601502,0.9977167449199076
Mullite-Cordierite Composite,3Al2O3-2SiO2,Ceramic Composite,3479.094212117188,347.90942121171884,15.415053267280921,551.9002665075849,30.244595369508616,28.793827859847013,1.0,1.0213497632637555e-05,1.0,607.7473136751468,1.0213497632637553e-07,1.0,,,0.999,0.9786502367362446,0.909482,0.9578997657153712,1107.967400300519,5.0,0.02,0.11067488163187769,0.13067488163187768,0.16067488163187768,0.9682032613000762
SiAlON (alpha),Si-Al-O-N,Ceramic Composite,3370.185210430194,337.0185210430194,13.286224393565067,546.3416355241195,29.90643984372293,28.55711899179703,1.0,1.0376158901602697e-05,1.0,672.6220943583965,1.0376158901602697e-07,1.0,,,0.983964,0.9623841098397303,0.914482,0.9480134768878112,1079.2192046999012,5.0,0.02,0.11880794508013484,0.13880794508013483,0.16880794508013483,0.9442836423558703
SiAlON (beta),Si-Al-O-N,Ceramic Composite,3370.185210430194,337.0185210430194,13.286224393565067,546.3416355241195,29.90643984372293,28.55711899179703,1.0,1.0376158901602697e-05,1.0,681.1015123370595,1.0376158901602697e-07,1.0,,,0.983964,0.9623841098397303,0.914482,0.9480134768878112,1079.2192046999012,5.0,0.02,0.11880794508013484,0.13880794508013483,0.16880794508013483,0.9442836423558703
Alumina-Carbon Nanotube (CNT),Al2O3,Ceramic Composite,3064.787753097936,306.4787753097936,18.0670946680378,559.2338330074659,30.6547300417919,29.080922130445316,1.0,1.0016212593201339e-05,1.0,761.1065129182056,1.0016212593201339e-07,1.0,,,0.999,0.998378740679866,0.910482,0.9720097184759062,1147.1463471188363,5.0,0.02,0.10081062966006701,0.120810629660067,0.150810629660067,0.9975694252606906
Diamond-like Carbon (DLC) on Si,Si,Coating,3590.5896202228605,359.0589620222861,17.059864449375,562.8588818047875,30.82371581412598,24.61362609885465,1.0,1.0009999999999999e-05,1.0,672.5776744372404,100.1,13.19672131147541,1.12,1400.0,0.9894324999999999,0.999,0.82371625,0.9464148749999999,1101.2280070184877,2.0,0.01,0.1405,0.1685,0.2105,0.9985005
TiN on Steel,Steel,Coating,2589.085463985176,258.9085463985176,13.173076022600041,551.1965999037529,30.159783654435188,9.688952144757604,1.0,1.0327750917740933e-05,1.0,738.1661886647828,10534305936.09575,,,,0.95,0.9672249082259067,0.82371625,0.9241723107581346,1041.1435830771802,2.0,0.01,0.15638754588704668,0.18438754588704667,0.22638754588704665,0.9513744656592602
Fly Ash Geopolymer (NaOH activator),Fly Ash Class F,Geopolymer,2074.7430468297243,207.47430468297244,11.191060964366345,449.08129927300104,28.753736936828986,8.397697117582423,1.0,1.032900000608053e-05,1.0,718.7704657620375,103.29000006080528,12.692307692307692,1.2,,0.9671,0.9670999993919472,0.73865,0.898564999574363,997.3799071053598,0.5,0.1,0.16645000030402637,0.19645000030402637,0.24145000030402639,0.9511912041079258
Fly Ash Geopolymer (Na2SiO3 activator),Fly Ash Class F,Geopolymer,2074.7430468297243,207.47430468297244,11.191060964366345,449.08129927300104,28.753736936828986,8.397697117582423,1.0,1.032900000608053e-05,1.0,670.7389293645591,103.29000006080528,12.692307692307692,1.2,,0.9671,0.9670999993919472,0.73865,0.898564999574363,997.3799071053598,0.5,0.1,0.16645000030402637,0.19645000030402637,0.24145000030402639,0.9511912041079258
Fly Ash Geopolymer (KOH activator),Fly Ash Class F,Geopolymer,2074.7430468297243,207.47430468297244,11.191060964366345,449.08129927300104,28.753736936828986,8.397697117582423,1.0,1.032900000608053e-05,1.0,600.0,103.29000006080528,12.692307692307692,1.2,,0.9671,0.9670999993919472,0.73865,0.898564999574363,997.3799071053598,0.5,0.1,0.16645000030402637,0.19645000030402637,0.24145000030402639,0.9511912041079258
Metakaolin Geopolymer (Na2SiO3),Metakaolin,Geopolymer,2002.0216164944666,200.20216164944668,9.485887505783838,444.0052057672178,28.413064777768426,8.324695940640876,1.0,1.0499999999419978e-05,1.0,800.0,12599999999.303972,,,,0.95,0.9500000000580021,0.73865,0.8865950000406014,966.6930954857908,0.5,0.1,0.17499999997099894,0.20499999997099894,0.24999999997099895,0.9262500000841031
Metakaolin Geopolymer (K2SiO3),Metakaolin,Geopolymer,2002.0216164944666,200.20216164944668,9.485887505783838,444.0052057672178,28.413064777768426,8.324695940640876,1.0,1.0499999999419978e-05,1.0,725.7237289334936,12599999999.303972,,,,0.95,0.9500000000580021,0.73865,0.8865950000406014,966.6930954857908,0.5,0.1,0.17499999997099894,0.20499999997099894,0.24999999997099895,0.9262500000841031
Slag Geopolymer (NaOH),GGBS,Geopolymer,2614.1471743610055,261.41471743610055,9.695294772627344,444.628585671437,36.58407402204478,8.333660997458258,1.0,1.0479000000237937e-05,1.0,776.3144196206997,12574800000.285522,7.1438,,,0.9521,0.9520999999762063,0.73865,0.8880649999833443,970.4363438541924,0.5,0.1,0.17395000001189684,0.20395000001189684,0.24895000001189685,0.9292972049654492
Slag Geopolymer (Na2CO3),GGBS,Geopolymer,2614.1471743610055,261.41471743610055,9.695294772627344,444.628585671437,36.58407402204478,8.333660997458258,1.0,1.0479000000237937e-05,1.0,662.3349787500993,12574800000.285522,7.1438,,,0.9521,0.9520999999762063,0.73865,0.8880649999833443,970.4363438541924,0.5,0.1,0.17395000001189684,0.20395000001189684,0.24895000001189685,0.9292972049654492
Fly Ash/Slag (70/30) Blend,Fly Ash/GGBS,Geopolymer,2586.762625344326,258.6762625344326,9.19670604204763,443.1443478042488,36.44177153287996,8.312315624083535,1.0,1.0528999998290412e-05,1.0,697.7531568267666,105.28999998290412,12.692307692307692,1.2,,0.9470999999999999,0.9471000001709589,0.73865,0.8845650001196711,961.5354971975438,0.5,0.1,0.17644999991452057,0.20644999991452057,0.25144999991452055,0.9220492052473945
Fly Ash/Slag (50/50) Blend,Fly Ash/GGBS,Geopolymer,2586.762625344326,258.6762625344326,9.19670604204763,443.1443478042488,36.44177153287996,8.312315624083535,1.0,1.0528999998290412e-05,1.0,786.9629734808082,105.28999998290412,12.692307692307692,1.2,,0.9470999999999999,0.9471000001709589,0.73865,0.8845650001196711,961.5354971975438,0.5,0.1,0.17644999991452057,0.20644999991452057,0.25144999991452055,0.9220492052473945
Geopolymer Concrete (Basalt aggregate),Fly Ash,Geopolymer,1968.8632817222403,196.88632817222404,8.698117311467904,441.66010993706044,28.255678224752135,8.290970250708812,1.0,1.0578999996342888e-05,1.0,705.7487044845549,105.78999996342885,12.692307692307692,1.2,,0.9420999999999999,0.9421000003657113,0.73865,0.8810650002559979,952.6748210877656,0.5,0.1,0.17894999981714435,0.20894999981714435,0.2539499998171444,0.9148262055273924
Geopolymer Foam (H2O2),Metakaolin,Geopolymer,2002.0216164944666,200.20216164944668,9.485887505783838,444.0052057672178,28.413064777768426,8.324695940640876,1.0,1.0499999999419978e-05,1.0,777.358724515146,12599999999.303972,,,,0.95,0.9500000000580021,0.73865,0.8865950000406014,966.6930954857908,0.5,0.1,0.17499999997099894,0.20499999997099894,0.24999999997099895,0.9262500000841031
Geopolymer-Basalt Fiber Composite,Fly Ash,Geopolymer,1968.8632817222403,196.88632817222404,8.698117311467904,441.66010993706044,28.255678224752135,8.290970250708812,1.0,1.0578999996342888e-05,1.0,789.1822121719795,105.78999996342885,12.692307692307692,1.2,,0.9420999999999999,0.9421000003657113,0.73865,0.8810650002559979,952.6748210877656,0.5,0.1,0.17894999981714435,0.20894999981714435,0.2539499998171444,0.9148262055273924
Geopolymer-Carbon Fiber Composite,Metakaolin,Geopolymer,2002.0216164944666,200.20216164944668,9.485887505783838,444.0052057672178,28.413064777768426,8.324695940640876,1.0,1.0499999999419978e-05,1.0,726.1791792328394,12599999999.303972,,,,0.95,0.9500000000580021,0.73865,0.8865950000406014,966.6930954857908,0.5,0.1,0.17499999997099894,0.20499999997099894,0.24999999997099895,0.9262500000841031
Red Mud Geopolymer,Red Mud,Geopolymer,2019.3395131867921,201.93395131867922,9.894730264859188,445.222280818312,28.49474640654903,8.342199146808145,1.3,1.0459000001016952e-05,1.3,721.8710924061306,12550800001.22034,42.242000000000004,,,0.9541,0.9540999998983049,0.73865,0.8894649999288133,974.007930269975,0.5,0.1,0.17295000005084757,0.20295000005084757,0.24795000005084758,0.932203404852125
Rice Husk Ash Geopolymer,Rice Husk Ash,Geopolymer,1968.8632817222403,196.88632817222404,8.698117311467904,441.66010993706044,28.255678224752135,8.290970250708812,1.0,1.0578999996342888e-05,1.0,676.5306743063188,105.78999996342885,12.692307692307692,1.2,,0.9420999999999999,0.9421000003657113,0.73865,0.8810650002559979,952.6748210877656,0.5,0.1,0.17894999981714435,0.20894999981714435,0.2539499998171444,0.9148262055273924
Geopolymer-Hemp Composite,Fly Ash,Geopolymer,1968.8632817222403,196.88632817222404,8.698117311467904,441.66010993706044,28.255678224752135,8.290970250708812,1.0,1.0578999996342888e-05,1.0,701.4331343390029,105.78999996342885,12.692307692307692,1.2,,0.9420999999999999,0.9421000003657113,0.73865,0.8810650002559979,952.6748210877656,0.5,0.1,0.17894999981714435,0.20894999981714435,0.2539499998171444,0.9148262055273924
High-Temperature Geopolymer (Phosphate),Metakaolin,Geopolymer,2002.0216164944666,200.20216164944668,9.485887505783838,444.0052057672178,28.413064777768426,8.324695940640876,1.0,1.0499999999419978e-05,1.0,692.6133681648989,12599999999.303972,,,,0.95,0.9500000000580021,0.73865,0.8865950000406014,966.6930954857908,0.5,0.1,0.17499999997099894,0.20499999997099894,0.24999999997099895,0.9262500000841031
Ferro-sialate Geopolymer,Fly Ash,Geopolymer,1968.8632817222403,196.88632817222404,8.698117311467904,441.66010993706044,28.255678224752135,8.290970250708812,1.0,1.0578999996342888e-05,1.0,686.7476928511021,105.78999996342885,12.692307692307692,1.2,,0.9420999999999999,0.9421000003657113,0.73865,0.8810650002559979,952.6748210877656,0.5,0.1,0.17894999981714435,0.20894999981714435,0.2539499998171444,0.9148262055273924
Geopolymer Mortar,Fly Ash,Geopolymer,1968.8632817222403,196.88632817222404,8.698117311467904,441.66010993706044,28.255678224752135,8.290970250708812,1.0,1.0578999996342888e-05,1.0,600.0,105.78999996342885,12.692307692307692,1.2,,0.9420999999999999,0.9421000003657113,0.73865,0.8810650002559979,952.6748210877656,0.5,0.1,0.17894999981714435,0.20894999981714435,0.2539499998171444,0.9148262055273924
Self-healing Geopolymer (Microcapsules),Fly Ash,Geopolymer,1968.8632817222403,196.88632817222404,8.698117311467904,441.66010993706044,28.255678224752135,8.290970250708812,1.0,1.0578999996342888e-05,1.0,732.4296278177317,105.78999996342885,12.692307692307692,1.2,,0.9420999999999999,0.9421000003657113,0.73865,0.8810650002559979,952.6748210877656,0.5,0.1,0.17894999981714435,0.20894999981714435,0.2539499998171444,0.9148262055273924
Concrete + Nano-Silica (3%),OPC,Concrete Additive,2775.6648883130138,277.5664888313014,12.760445152372728,452.723679717484,37.55041323461907,21.196529698361005,1.0,1.0139463010897007e-05,1.0,615.9720883086316,12167355613.076406,6.310755555555556,,,0.9691,0.9860536989102994,0.71105,0.9035525892372096,1017.6535674999927,0.5,0.1,0.1869731505448503,0.2229731505448503,0.27697315054485033,0.9791777980224914
Concrete + Titanium Dioxide (3%),OPC,Concrete Additive,2775.6648883130138,277.5664888313014,12.760445152372728,452.723679717484,37.55041323461907,21.196529698361005,1.0,1.0139463010897007e-05,1.0,771.2942291985116,12167355613.076406,6.310755555555556,,,0.9691,0.9860536989102994,0.71105,0.9035525892372096,1017.6535674999927,0.5,0.1,0.1869731505448503,0.2229731505448503,0.27697315054485033,0.9791777980224914
Concrete + Graphene Oxide (0.1%),OPC,Concrete Additive,2775.6648883130138,277.5664888313014,12.760445152372728,452.723679717484,37.55041323461907,21.196529698361005,1.0,1.0139463010897007e-05,1.0,679.7549218601374,12167355613.076406,6.310755555555556,,,0.9691,0.9860536989102994,0.71105,0.9035525892372096,1017.6535674999927,0.5,0.1,0.1869731505448503,0.2229731505448503,0.27697315054485033,0.9791777980224914
Concrete + Carbon Nanotubes (0.1%),OPC,Concrete Additive,2775.6648883130138,277.5664888313014,12.760445152372728,452.723679717484,37.55041323461907,21.196529698361005,1.0,1.0139463010897007e-05,1.0,655.7629354201011,12167355613.076406,6.310755555555556,,,0.9691,0.9860536989102994,0.71105,0.9035525892372096,1017.6535674999927,0.5,0.1,0.1869731505448503,0.2229731505448503,0.27697315054485033,0.9791777980224914
Concrete + Basalt Fibers (1%),OPC,Concrete Additive,2775.6648883130138,277.5664888313014,12.760445152372728,452.723679717484,37.55041323461907,21.196529698361005,1.0,1.0139463010897007e-05,1.0,668.778780958284,12167355613.076406,6.310755555555556,,,0.9691,0.9860536989102994,0.71105,0.9035525892372096,1017.6535674999927,0.5,0.1,0.1869731505448503,0.2229731505448503,0.27697315054485033,0.9791777980224914
Concrete + Bacterial Spores (1%),OPC,Concrete Additive,2775.6648883130138,277.5664888313014,12.760445152372728,452.723679717484,37.55041323461907,21.196529698361005,1.0,1.0139463010897007e-05,1.0,648.263208009165,12167355613.076406,6.310755555555556,,,0.9691,0.9860536989102994,0.71105,0.9035525892372096,1017.6535674999927,0.5,0.1,0.1869731505448503,0.2229731505448503,0.27697315054485033,0.9791777980224914
Concrete + Mullite (5%),OPC,Concrete Additive,2775.6648883130138,277.5664888313014,12.760445152372728,452.723679717484,37.55041323461907,21.196529698361005,1.0,1.0139463010897007e-05,1.0,688.2825301936407,12167355613.076406,6.310755555555556,,,0.9691,0.9860536989102994,0.71105,0.9035525892372096,1017.6535674999927,0.5,0.1,0.1869731505448503,0.2229731505448503,0.27697315054485033,0.9791777980224914
Concrete + Cordierite (5%),OPC,Concrete Additive,2775.6648883130138,277.5664888313014,12.760445152372728,452.723679717484,37.55041323461907,21.196529698361005,1.0,1.0139463010897007e-05,1.0,705.9934664683758,12167355613.076406,6.310755555555556,,,0.9691,0.9860536989102994,0.71105,0.9035525892372096,1017.6535674999927,0.5,0.1,0.1869731505448503,0.2229731505448503,0.27697315054485033,0.9791777980224914
Concrete + Spinel (5%),OPC,Concrete Additive,2775.6648883130138,277.5664888313014,12.760445152372728,452.723679717484,37.55041323461907,21.196529698361005,1.0,1.0139463010897007e-05,1.0,750.2997183815353,12167355613.076406,6.310755555555556,,,0.9691,0.9860536989102994,0.71105,0.9035525892372096,1017.6535674999927,0.5,0.1,0.1869731505448503,0.2229731505448503,0.27697315054485033,0.9791777980224914
Concrete + SiC particles (5%),OPC,Concrete Additive,2775.6648883130138,277.5664888313014,12.760445152372728,452.723679717484,37.55041323461907,21.196529698361005,1.0,1.0139463010897007e-05,1.0,647.4371669049642,12167355613.076406,6.310755555555556,,,0.9691,0.9860536989102994,0.71105,0.9035525892372096,1017.6535674999927,0.5,0.1,0.1869731505448503,0.2229731505448503,0.27697315054485033,0.9791777980224914
Concrete + AlN particles (2%),OPC,Concrete Additive,2775.6648883130138,277.5664888313014,12.760445152372728,452.723679717484,37.55041323461907,21.196529698361005,1.0,1.0139463010897007e-05,1.0,750.2092433790586,12167355613.076406,6.310755555555556,,,0.9691,0.9860536989102994,0.71105,0.9035525892372096,1017.6535674999927,0.5,0.1,0.1869731505448503,0.2229731505448503,0.27697315054485033,0.9791777980224914
Concrete + B4C particles (2%),OPC,Concrete Additive,2775.6648883130138,277.5664888313014,12.760445152372728,452.723679717484,37.55041323461907,21.196529698361005,1.0,1.0139463010897007e-05,1.0,616.2588611956078,12167355613.076406,6.310755555555556,,,0.9691,0.9860536989102994,0.71105,0.9035525892372096,1017.6535674999927,0.5,0.1,0.1869731505448503,0.2229731505448503,0.27697315054485033,0.9791777980224914
Concrete + Wollastonite,OPC,Concrete Additive,2775.6648883130138,277.5664888313014,12.760445152372728,452.723679717484,37.55041323461907,21.196529698361005,1.0,1.0139463010897007e-05,1.0,748.883175504404,12167355613.076406,6.310755555555556,,,0.9691,0.9860536989102994,0.71105,0.9035525892372096,1017.6535674999927,0.5,0.1,0.1869731505448503,0.2229731505448503,0.27697315054485033,0.9791777980224914
Concrete + Phase Change Material (PCM),OPC,Concrete Additive,2775.6648883130138,277.5664888313014,12.760445152372728,452.723679717484,37.55041323461907,21.196529698361005,1.0,1.0139463010897007e-05,1.0,759.3552014017573,12167355613.076406,6.310755555555556,,,0.9691,0.9860536989102994,0.71105,0.9035525892372096,1017.6535674999927,0.5,0.1,0.1869731505448503,0.2229731505448503,0.27697315054485033,0.9791777980224914
Concrete + Superabsorbent Polymer (SAP),OPC,Concrete Additive,2775.6648883130138,277.5664888313014,12.760445152372728,452.723679717484,37.55041323461907,21.196529698361005,1.0,1.0139463010897007e-05,1.0,734.52661838778,12167355613.076406,6.310755555555556,,,0.9691,0.9860536989102994,0.71105,0.9035525892372096,1017.6535674999927,0.5,0.1,0.1869731505448503,0.2229731505448503,0.27697315054485033,0.9791777980224914
UHPC (Ultra-High Performance Concrete),OPC+Silica Fume,Concrete Additive,2720.443265903486,272.0443265903486,11.814157943902256,449.81718926558665,37.269849476847774,21.091318289196767,1.0,1.0238043066836238e-05,1.0,731.1746988649099,102.38043066836238,6.785714285714286,5.5,,0.9591,0.9761956933163762,0.71105,0.8966519853214634,999.7853296331143,0.5,0.1,0.19190215334181188,0.22790215334181188,0.2819021533418119,0.9645768624829083
Shotcrete Mix,OPC,Concrete Additive,2775.6648883130138,277.5664888313014,12.760445152372728,452.723679717484,37.55041323461907,21.196529698361005,1.0,1.0139463010897007e-05,1.0,619.2656877012504,12167355613.076406,6.310755555555556,,,0.9691,0.9860536989102994,0.71105,0.9035525892372096,1017.6535674999927,0.5,0.1,0.1869731505448503,0.2229731505448503,0.27697315054485033,0.9791777980224914
Lightweight Concrete (Expanded Clay),OPC,Concrete Additive,2775.6648883130138,277.5664888313014,12.760445152372728,452.723679717484,37.55041323461907,21.196529698361005,1.0,1.0139463010897007e-05,1.0,719.9960789859947,12167355613.076406,6.310755555555556,,,0.9691,0.9860536989102994,0.71105,0.9035525892372096,1017.6535674999927,0.5,0.1,0.1869731505448503,0.2229731505448503,0.27697315054485033,0.9791777980224914
Heavyweight Concrete (Barite),OPC,Concrete Additive,2775.6648883130138,277.5664888313014,12.760445152372728,452.723679717484,37.55041323461907,21.196529698361005,1.0,1.0139463010897007e-05,1.0,800.0,12167355613.076406,6.310755555555556,,,0.9691,0.9860536989102994,0.71105,0.9035525892372096,1017.6535674999927,0.5,0.1,0.1869731505448503,0.2229731505448503,0.27697315054485033,0.9791777980224914
Pervious Concrete,OPC,Concrete Additive,2775.6648883130138,277.5664888313014,12.760445152372728,452.723679717484,37.55041323461907,21.196529698361005,1.0,1.0139463010897007e-05,1.0,692.4331631429885,12167355613.076406,6.310755555555556,,,0.9691,0.9860536989102994,0.71105,0.9035525892372096,1017.6535674999927,0.5,0.1,0.1869731505448503,0.2229731505448503,0.27697315054485033,0.9791777980224914
Low-Coherence Mix (High w/c),OPC,Failure Case,2086.8033049766145,208.68033049766146,7.0365762321096055,375.40306775666534,35.34591126312419,19.04885422960561,1.0,1.055399214612146e-05,1.0,731.7057061292688,13720189789.957895,6.310755555555556,,,0.92705,0.9446007853878541,0.49002500000000004,0.8082280497714978,838.2750472083952,2.0,0.15,0.32769960730607295,0.38769960730607295,0.47769960730607297,0.9184357145716024
